-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2017,1,1,2.28
29.5,35.0,2017,1,1,3.73
29.5,35.625,2017,1,1,0.79
30.0,34.375,2017,1,1,3.78
30.0,35.0,2017,1,1,3.67
30.0,35.625,2017,1,1,0.57
30.5,34.375,2017,1,1,5.54
30.5,35.0,2017,1,1,5.64
30.5,35.625,2017,1,1,1.11
31.0,34.375,2017,1,1,7.73
31.0,35.0,2017,1,1,6.74
31.0,35.625,2017,1,1,4.86
31.5,34.375,2017,1,1,10.54
31.5,35.0,2017,1,1,7.23
31.5,35.625,2017,1,1,7.71
32.0,34.375,2017,1,1,11.6
32.0,35.0,2017,1,1,8.2
32.0,35.625,2017,1,1,7.66
32.5,34.375,2017,1,1,11.49
32.5,35.0,2017,1,1,8.94
32.5,35.625,2017,1,1,7.39
33.0,34.375,2017,1,1,11.36
33.0,35.0,2017,1,1,9.6
33.0,35.625,2017,1,1,5.8
29.5,34.375,2017,1,2,1.39
29.5,35.0,2017,1,2,2.97
29.5,35.625,2017,1,2,-0.27
30.0,34.375,2017,1,2,2.84
30.0,35.0,2017,1,2,3.19
30.0,35.625,2017,1,2,-0.34
30.5,34.375,2017,1,2,4.24
30.5,35.0,2017,1,2,4.53
30.5,35.625,2017,1,2,0.93
31.0,34.375,2017,1,2,6.01
31.0,35.0,2017,1,2,5.66
31.0,35.625,2017,1,2,4.03
31.5,34.375,2017,1,2,10.14
31.5,35.0,2017,1,2,6.46
31.5,35.625,2017,1,2,7.04
32.0,34.375,2017,1,2,12.58
32.0,35.0,2017,1,2,7.99
32.0,35.625,2017,1,2,7.0
32.5,34.375,2017,1,2,12.8
32.5,35.0,2017,1,2,9.43
32.5,35.625,2017,1,2,6.72
33.0,34.375,2017,1,2,12.66
33.0,35.0,2017,1,2,10.31
33.0,35.625,2017,1,2,5.48
29.5,34.375,2017,1,3,2.22
29.5,35.0,2017,1,3,2.23
29.5,35.625,2017,1,3,-1.45
30.0,34.375,2017,1,3,3.91
30.0,35.0,2017,1,3,3.29
30.0,35.625,2017,1,3,-0.91
30.5,34.375,2017,1,3,5.66
30.5,35.0,2017,1,3,5.81
30.5,35.625,2017,1,3,1.34
31.0,34.375,2017,1,3,7.59
31.0,35.0,2017,1,3,6.96
31.0,35.625,2017,1,3,4.71
31.5,34.375,2017,1,3,10.88
31.5,35.0,2017,1,3,7.64
31.5,35.625,2017,1,3,7.69
32.0,34.375,2017,1,3,12.77
32.0,35.0,2017,1,3,8.67
32.0,35.625,2017,1,3,8.03
32.5,34.375,2017,1,3,12.93
32.5,35.0,2017,1,3,10.01
32.5,35.625,2017,1,3,8.2
33.0,34.375,2017,1,3,12.59
33.0,35.0,2017,1,3,10.74
33.0,35.625,2017,1,3,6.8
29.5,34.375,2017,1,4,3.44
29.5,35.0,2017,1,4,3.0
29.5,35.625,2017,1,4,-1.39
30.0,34.375,2017,1,4,5.1
30.0,35.0,2017,1,4,4.04
30.0,35.625,2017,1,4,-0.82
30.5,34.375,2017,1,4,6.6
30.5,35.0,2017,1,4,6.47
30.5,35.625,2017,1,4,0.49
31.0,34.375,2017,1,4,7.95
31.0,35.0,2017,1,4,7.51
31.0,35.625,2017,1,4,4.17
31.5,34.375,2017,1,4,11.6
31.5,35.0,2017,1,4,8.0
31.5,35.625,2017,1,4,7.75
32.0,34.375,2017,1,4,13.46
32.0,35.0,2017,1,4,9.33
32.0,35.625,2017,1,4,7.88
32.5,34.375,2017,1,4,13.45
32.5,35.0,2017,1,4,10.41
32.5,35.625,2017,1,4,7.99
33.0,34.375,2017,1,4,12.91
33.0,35.0,2017,1,4,11.1
