-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2017 through 12/31/2017 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MAX     MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MAX
29.5,34.375,2017,1,1,7.23
29.5,35.0,2017,1,1,6.73
29.5,35.625,2017,1,1,6.8
30.0,34.375,2017,1,1,6.09
30.0,35.0,2017,1,1,5.52
30.0,35.625,2017,1,1,7.66
30.5,34.375,2017,1,1,5.23
30.5,35.0,2017,1,1,5.03
30.5,35.625,2017,1,1,7.17
31.0,34.375,2017,1,1,4.8
31.0,35.0,2017,1,1,5.35
31.0,35.625,2017,1,1,5.08
31.5,34.375,2017,1,1,4.81
31.5,35.0,2017,1,1,4.45
31.5,35.625,2017,1,1,3.79
32.0,34.375,2017,1,1,4.84
32.0,35.0,2017,1,1,3.19
32.0,35.625,2017,1,1,3.35
32.5,34.375,2017,1,1,4.63
32.5,35.0,2017,1,1,3.35
32.5,35.625,2017,1,1,3.89
33.0,34.375,2017,1,1,4.03
33.0,35.0,2017,1,1,3.86
33.0,35.625,2017,1,1,4.84
29.5,34.375,2017,1,2,7.11
29.5,35.0,2017,1,2,5.96
29.5,35.625,2017,1,2,5.69
30.0,34.375,2017,1,2,5.31
30.0,35.0,2017,1,2,4.07
30.0,35.625,2017,1,2,5.31
30.5,34.375,2017,1,2,4.35
30.5,35.0,2017,1,2,4.25
30.5,35.625,2017,1,2,4.85
31.0,34.375,2017,1,2,5.55
31.0,35.0,2017,1,2,4.63
31.0,35.625,2017,1,2,3.75
31.5,34.375,2017,1,2,7.77
31.5,35.0,2017,1,2,5.64
31.5,35.625,2017,1,2,3.92
32.0,34.375,2017,1,2,8.95
32.0,35.0,2017,1,2,7.1
32.0,35.625,2017,1,2,4.96
32.5,34.375,2017,1,2,9.46
32.5,35.0,2017,1,2,7.13
32.5,35.625,2017,1,2,4.87
33.0,34.375,2017,1,2,9.17
33.0,35.0,2017,1,2,7.19
33.0,35.625,2017,1,2,5.15
29.5,34.375,2017,1,3,6.92
29.5,35.0,2017,1,3,5.98
29.5,35.625,2017,1,3,5.7
30.0,34.375,2017,1,3,6.31
30.0,35.0,2017,1,3,5.32
30.0,35.625,2017,1,3,4.57
30.5,34.375,2017,1,3,4.85
30.5,35.0,2017,1,3,4.13
30.5,35.625,2017,1,3,3.68
31.0,34.375,2017,1,3,3.54
31.0,35.0,2017,1,3,3.36
31.0,35.625,2017,1,3,3.94
31.5,34.375,2017,1,3,4.04
31.5,35.0,2017,1,3,3.07
31.5,35.625,2017,1,3,3.87
32.0,34.375,2017,1,3,4.98
32.0,35.0,2017,1,3,3.88
32.0,35.625,2017,1,3,4.16
32.5,34.375,2017,1,3,5.9
32.5,35.0,2017,1,3,4.42
32.5,35.625,2017,1,3,4.76
33.0,34.375,2017,1,3,6.67
33.0,35.0,2017,1,3,5.59
33.0,35.625,2017,1,3,4.12
29.5,34.375,2017,1,4,6.42
29.5,35.0,2017,1,4,6.06
29.5,35.625,2017,1,4,4.38
30.0,34.375,2017,1,4,5.02
30.0,35.0,2017,1,4,4.55
30.0,35.625,2017,1,4,4.21
30.5,34.375,2017,1,4,3.94
30.5,35.0,2017,1,4,3.9
30.5,35.625,2017,1,4,4.86
31.0,34.375,2017,1,4,4.22
31.0,35.0,2017,1,4,3.62
31.0,35.625,2017,1,4,4.22
31.5,34.375,2017,1,4,4.67
31.5,35.0,2017,1,4,3.74
31.5,35.625,2017,1,4,3.15
32.0,34.375,2017,1,4,5.9
32.0,35.0,2017,1,4,4.51
32.0,35.625,2017,1,4,3.83
32.5,34.375,2017,1,4,6.35
32.5,35.0,2017,1,4,4.53
32.5,35.625,2017,1,4,4.63
33.0,34.375,2017,1,4,6.05
33.0,35.0,2017,1,4,4.8
33.0,35.625,2017,1,4,4.2
29.5,34.375,2017,1,5,5.93
29.5,35.0,2017,1,5,8.6
29.5,35.625,2017,1,5,9.19
30.0,34.375,2017,1,5,7.27
30.0,35.0,2017,1,5,8.5
30.0,35.625,2017,1,5,10.37
30.5,34.375,2017,1,5,8.84
30.5,35.0,2017,1,5,8.27
30.5,35.625,2017,1,5,13.39
31.0,34.375,2017,1,5,9.02
31.0,35.0,2017,1,5,6.48
31.0,35.625,2017,1,5,12.04
31.5,34.375,2017,1,5,7.0
31.5,35.0,2017,1,5,6.59
31.5,35.625,2017,1,5,8.6
32.0,34.375,2017,1,5,5.77
32.0,35.0,2017,1,5,8.01
32.0,35.625,2017,1,5,8.54
32.5,34.375,2017,1,5,6.03
32.5,35.0,2017,1,5,7.6
32.5,35.625,2017,1,5,7.97
33.0,34.375,2017,1,5,6.8
33.0,35.0,2017,1,5,8.37
33.0,35.625,2017,1,5,7.07
29.5,34.375,2017,1,6,6.24
29.5,35.0,2017,1,6,8.56
29.5,35.625,2017,1,6,7.74
30.0,34.375,2017,1,6,7.23
30.0,35.0,2017,1,6,8.91
30.0,35.625,2017,1,6,10.17
30.5,34.375,2017,1,6,9.12
30.5,35.0,2017,1,6,7.65
30.5,35.625,2017,1,6,13.85
31.0,34.375,2017,1,6,9.24
31.0,35.0,2017,1,6,5.43
31.0,35.625,2017,1,6,12.72
31.5,34.375,2017,1,6,7.34
31.5,35.0,2017,1,6,5.33
31.5,35.625,2017,1,6,9.61
32.0,34.375,2017,1,6,5.9
32.0,35.0,2017,1,6,7.94
32.0,35.625,2017,1,6,9.19
32.5,34.375,2017,1,6,7.61
32.5,35.0,2017,1,6,8.21
32.5,35.625,2017,1,6,7.29
33.0,34.375,2017,1,6,9.21
33.0,35.0,2017,1,6,9.58
33.0,35.625,2017,1,6,7.27
29.5,34.375,2017,1,7,8.99
29.5,35.0,2017,1,7,5.89
29.5,35.625,2017,1,7,8.55
30.0,34.375,2017,1,7,7.38
30.0,35.0,2017,1,7,5.33
30.0,35.625,2017,1,7,7.59
30.5,34.375,2017,1,7,7.31
30.5,35.0,2017,1,7,6.4
30.5,35.625,2017,1,7,6.78
31.0,34.375,2017,1,7,9.08
31.0,35.0,2017,1,7,6.04
31.0,35.625,2017,1,7,5.85
31.5,34.375,2017,1,7,9.4
31.5,35.0,2017,1,7,6.68
31.5,35.625,2017,1,7,5.64
32.0,34.375,2017,1,7,11.46
32.0,35.0,2017,1,7,8.66
32.0,35.625,2017,1,7,5.86
32.5,34.375,2017,1,7,12.03
32.5,35.0,2017,1,7,9.09
32.5,35.625,2017,1,7,5.89
33.0,34.375,2017,1,7,11.81
33.0,35.0,2017,1,7,9.53
33.0,35.625,2017,1,7,6.1
29.5,34.375,2017,1,8,8.77
29.5,35.0,2017,1,8,6.53
29.5,35.625,2017,1,8,7.91
30.0,34.375,2017,1,8,8.92
30.0,35.0,2017,1,8,6.89
30.0,35.625,2017,1,8,8.65
30.5,34.375,2017,1,8,9.3
30.5,35.0,2017,1,8,7.99
30.5,35.625,2017,1,8,7.82
31.0,34.375,2017,1,8,10.49
31.0,35.0,2017,1,8,8.83
31.0,35.625,2017,1,8,7.81
31.5,34.375,2017,1,8,11.32
31.5,35.0,2017,1,8,9.67
31.5,35.625,2017,1,8,8.63
32.0,34.375,2017,1,8,14.05
32.0,35.0,2017,1,8,10.7
32.0,35.625,2017,1,8,9.14
32.5,34.375,2017,1,8,15.19
32.5,35.0,2017,1,8,11.43
32.5,35.625,2017,1,8,8.11
33.0,34.375,2017,1,8,15.79
33.0,35.0,2017,1,8,13.09
33.0,35.625,2017,1,8,7.89
29.5,34.375,2017,1,9,7.28
29.5,35.0,2017,1,9,5.02
29.5,35.625,2017,1,9,7.8
30.0,34.375,2017,1,9,7.74
30.0,35.0,2017,1,9,7.11
30.0,35.625,2017,1,9,8.63
30.5,34.375,2017,1,9,8.73
30.5,35.0,2017,1,9,8.94
30.5,35.625,2017,1,9,9.2
31.0,34.375,2017,1,9,10.7
31.0,35.0,2017,1,9,9.53
31.0,35.625,2017,1,9,9.14
31.5,34.375,2017,1,9,11.34
31.5,35.0,2017,1,9,10.03
31.5,35.625,2017,1,9,9.62
32.0,34.375,2017,1,9,13.96
32.0,35.0,2017,1,9,10.68
32.0,35.625,2017,1,9,9.14
32.5,34.375,2017,1,9,16.1
32.5,35.0,2017,1,9,11.31
