-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2010 through 12/31/2010 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2010,1,1,9.12
29.5,35.0,2010,1,1,9.98
29.5,35.625,2010,1,1,7.08
30.0,34.375,2010,1,1,10.16
30.0,35.0,2010,1,1,10.47
30.0,35.625,2010,1,1,7.01
30.5,34.375,2010,1,1,10.84
30.5,35.0,2010,1,1,10.99
30.5,35.625,2010,1,1,7.49
31.0,34.375,2010,1,1,12.13
31.0,35.0,2010,1,1,11.95
31.0,35.625,2010,1,1,10.38
31.5,34.375,2010,1,1,15.18
31.5,35.0,2010,1,1,12.42
31.5,35.625,2010,1,1,12.97
32.0,34.375,2010,1,1,16.5
32.0,35.0,2010,1,1,13.55
32.0,35.625,2010,1,1,13.5
32.5,34.375,2010,1,1,16.8
32.5,35.0,2010,1,1,14.78
32.5,35.625,2010,1,1,13.6
33.0,34.375,2010,1,1,16.94
33.0,35.0,2010,1,1,15.34
33.0,35.625,2010,1,1,12.27
29.5,34.375,2010,1,2,5.71
29.5,35.0,2010,1,2,8.48
29.5,35.625,2010,1,2,3.81
30.0,34.375,2010,1,2,6.99
30.0,35.0,2010,1,2,7.88
30.0,35.625,2010,1,2,3.83
30.5,34.375,2010,1,2,8.71
30.5,35.0,2010,1,2,8.76
30.5,35.625,2010,1,2,4.76
31.0,34.375,2010,1,2,10.61
31.0,35.0,2010,1,2,9.97
31.0,35.625,2010,1,2,8.49
31.5,34.375,2010,1,2,14.36
31.5,35.0,2010,1,2,10.14
31.5,35.625,2010,1,2,11.71
32.0,34.375,2010,1,2,17.0
32.0,35.0,2010,1,2,11.7
32.0,35.625,2010,1,2,11.6
32.5,34.375,2010,1,2,17.73
32.5,35.0,2010,1,2,13.66
32.5,35.625,2010,1,2,11.65
33.0,34.375,2010,1,2,18.16
33.0,35.0,2010,1,2,15.01
33.0,35.625,2010,1,2,11.19
29.5,34.375,2010,1,3,6.27
29.5,35.0,2010,1,3,9.09
29.5,35.625,2010,1,3,5.76
30.0,34.375,2010,1,3,7.94
30.0,35.0,2010,1,3,8.84
30.0,35.625,2010,1,3,5.42
30.5,34.375,2010,1,3,9.11
30.5,35.0,2010,1,3,9.62
30.5,35.625,2010,1,3,5.97
31.0,34.375,2010,1,3,10.83
31.0,35.0,2010,1,3,10.03
31.0,35.625,2010,1,3,8.96
31.5,34.375,2010,1,3,14.48
31.5,35.0,2010,1,3,10.5
31.5,35.625,2010,1,3,11.47
32.0,34.375,2010,1,3,16.65
32.0,35.0,2010,1,3,12.38
32.0,35.625,2010,1,3,11.09
32.5,34.375,2010,1,3,16.82
32.5,35.0,2010,1,3,14.2
32.5,35.625,2010,1,3,11.01
33.0,34.375,2010,1,3,16.59
33.0,35.0,2010,1,3,14.82
33.0,35.625,2010,1,3,10.97
29.5,34.375,2010,1,4,7.39
29.5,35.0,2010,1,4,8.26
29.5,35.625,2010,1,4,5.17
30.0,34.375,2010,1,4,8.87
30.0,35.0,2010,1,4,8.96
30.0,35.625,2010,1,4,5.18
30.5,34.375,2010,1,4,10.05
30.5,35.0,2010,1,4,10.08
30.5,35.625,2010,1,4,6.13
31.0,34.375,2010,1,4,11.5
31.0,35.0,2010,1,4,11.15
31.0,35.625,2010,1,4,9.66
31.5,34.375,2010,1,4,14.45
31.5,35.0,2010,1,4,11.5
31.5,35.625,2010,1,4,12.39
32.0,34.375,2010,1,4,16.2
32.0,35.0,2010,1,4,12.79
32.0,35.625,2010,1,4,12.35
32.5,34.375,2010,1,4,16.42
32.5,35.0,2010,1,4,14.53
32.5,35.625,2010,1,4,12.53
33.0,34.375,2010,1,4,16.4
33.0,35.0,2010,1,4,15.16
33.0,35.625,2010,1,4,12.12
29.5,34.375,2010,1,5,7.81
29.5,35.0,2010,1,5,8.41
29.5,35.625,2010,1,5,5.39
30.0,34.375,2010,1,5,9.3
30.0,35.0,2010,1,5,8.93
30.0,35.625,2010,1,5,5.04
30.5,34.375,2010,1,5,10.17
30.5,35.0,2010,1,5,10.48
30.5,35.625,2010,1,5,6.23
31.0,34.375,2010,1,5,11.58
31.0,35.0,2010,1,5,11.34
31.0,35.625,2010,1,5,9.76
31.5,34.375,2010,1,5,14.23
31.5,35.0,2010,1,5,11.33
31.5,35.625,2010,1,5,12.27
32.0,34.375,2010,1,5,15.24
32.0,35.0,2010,1,5,12.13
32.0,35.625,2010,1,5,12.13
32.5,34.375,2010,1,5,15.14
32.5,35.0,2010,1,5,13.08
32.5,35.625,2010,1,5,11.75
33.0,34.375,2010,1,5,14.89
33.0,35.0,2010,1,5,13.46
33.0,35.625,2010,1,5,10.47
29.5,34.375,2010,1,6,7.3
29.5,35.0,2010,1,6,8.31
29.5,35.625,2010,1,6,5.18
30.0,34.375,2010,1,6,8.24
30.0,35.0,2010,1,6,8.18
30.0,35.625,2010,1,6,4.83
30.5,34.375,2010,1,6,9.05
30.5,35.0,2010,1,6,9.31
30.5,35.625,2010,1,6,5.83
31.0,34.375,2010,1,6,10.24
31.0,35.0,2010,1,6,9.94
31.0,35.625,2010,1,6,8.86
31.5,34.375,2010,1,6,13.72
31.5,35.0,2010,1,6,9.83
31.5,35.625,2010,1,6,11.34
32.0,34.375,2010,1,6,15.44
32.0,35.0,2010,1,6,10.78
32.0,35.625,2010,1,6,10.68
32.5,34.375,2010,1,6,15.59
32.5,35.0,2010,1,6,11.95
32.5,35.625,2010,1,6,10.19
33.0,34.375,2010,1,6,15.45
33.0,35.0,2010,1,6,12.95
