-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MAX     MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MAX
29.5,34.375,2020,1,1,5.57
29.5,35.0,2020,1,1,5.19
29.5,35.625,2020,1,1,4.84
30.0,34.375,2020,1,1,4.6
30.0,35.0,2020,1,1,4.31
30.0,35.625,2020,1,1,5.57
30.5,34.375,2020,1,1,3.06
30.5,35.0,2020,1,1,3.77
30.5,35.625,2020,1,1,5.47
31.0,34.375,2020,1,1,3.6
31.0,35.0,2020,1,1,4.06
31.0,35.625,2020,1,1,3.33
31.5,34.375,2020,1,1,3.88
31.5,35.0,2020,1,1,4.46
31.5,35.625,2020,1,1,3.07
32.0,34.375,2020,1,1,3.68
32.0,35.0,2020,1,1,3.97
32.0,35.625,2020,1,1,3.93
32.5,34.375,2020,1,1,4.34
32.5,35.0,2020,1,1,3.78
32.5,35.625,2020,1,1,4.25
33.0,34.375,2020,1,1,4.71
33.0,35.0,2020,1,1,4.05
33.0,35.625,2020,1,1,3.83
29.5,34.375,2020,1,2,9.36
29.5,35.0,2020,1,2,5.39
29.5,35.625,2020,1,2,7.32
30.0,34.375,2020,1,2,7.72
30.0,35.0,2020,1,2,5.09
30.0,35.625,2020,1,2,6.35
30.5,34.375,2020,1,2,5.79
30.5,35.0,2020,1,2,5.46
30.5,35.625,2020,1,2,5.12
31.0,34.375,2020,1,2,7.59
31.0,35.0,2020,1,2,5.63
31.0,35.625,2020,1,2,3.8
31.5,34.375,2020,1,2,8.4
31.5,35.0,2020,1,2,5.57
31.5,35.625,2020,1,2,4.07
32.0,34.375,2020,1,2,10.13
32.0,35.0,2020,1,2,6.51
32.0,35.625,2020,1,2,4.51
32.5,34.375,2020,1,2,10.13
32.5,35.0,2020,1,2,6.7
32.5,35.625,2020,1,2,4.84
33.0,34.375,2020,1,2,8.82
33.0,35.0,2020,1,2,6.79
33.0,35.625,2020,1,2,4.59
29.5,34.375,2020,1,3,8.97
29.5,35.0,2020,1,3,6.57
29.5,35.625,2020,1,3,7.62
30.0,34.375,2020,1,3,8.47
