-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_PAR_TOT
29.5,34.5,2020,1,1,1.32
29.5,35.5,2020,1,1,1.36
30.5,34.5,2020,1,1,1.31
30.5,35.5,2020,1,1,1.21
31.5,34.5,2020,1,1,1.22
31.5,35.5,2020,1,1,1.26
32.5,34.5,2020,1,1,1.17
32.5,35.5,2020,1,1,1.11
29.5,34.5,2020,1,2,1.72
29.5,35.5,2020,1,2,1.71
30.5,34.5,2020,1,2,1.56
30.5,35.5,2020,1,2,1.54
31.5,34.5,2020,1,2,1.27
31.5,35.5,2020,1,2,1.26
32.5,34.5,2020,1,2,0.89
32.5,35.5,2020,1,2,0.69
29.5,34.5,2020,1,3,1.68
29.5,35.5,2020,1,3,1.76
30.5,34.5,2020,1,3,1.6
30.5,35.5,2020,1,3,1.49
31.5,34.5,2020,1,3,1.43
31.5,35.5,2020,1,3,1.31
32.5,34.5,2020,1,3,1.15
32.5,35.5,2020,1,3,1.03
29.5,34.5,2020,1,4,0.84
29.5,35.5,2020,1,4,0.96
30.5,34.5,2020,1,4,0.96
30.5,35.5,2020,1,4,0.84
31.5,34.5,2020,1,4,0.78
31.5,35.5,2020,1,4,0.59
32.5,34.5,2020,1,4,1.14
32.5,35.5,2020,1,4,0.91
29.5,34.5,2020,1,5,1.77
29.5,35.5,2020,1,5,1.79
30.5,34.5,2020,1,5,1.69
30.5,35.5,2020,1,5,1.66
31.5,34.5,2020,1,5,1.48
31.5,35.5,2020,1,5,1.38
32.5,34.5,2020,1,5,0.77
32.5,35.5,2020,1,5,0.58
29.5,34.5,2020,1,6,1.78
29.5,35.5,2020,1,6,1.81
30.5,34.5,2020,1,6,1.64
30.5,35.5,2020,1,6,1.71
31.5,34.5,2020,1,6,1.56
31.5,35.5,2020,1,6,1.64
32.5,34.5,2020,1,6,1.17
32.5,35.5,2020,1,6,1.48
29.5,34.5,2020,1,7,1.35
29.5,35.5,2020,1,7,1.7
