-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_UV_INDEX
29.5,34.5,2020,1,1,0.63
29.5,35.5,2020,1,1,0.64
30.5,34.5,2020,1,1,0.58
30.5,35.5,2020,1,1,0.53
31.5,34.5,2020,1,1,0.49
31.5,35.5,2020,1,1,0.49
32.5,34.5,2020,1,1,0.42
32.5,35.5,2020,1,1,0.4
29.5,34.5,2020,1,2,0.71
29.5,35.5,2020,1,2,0.73
30.5,34.5,2020,1,2,0.62
30.5,35.5,2020,1,2,0.62
31.5,34.5,2020,1,2,0.5
31.5,35.5,2020,1,2,0.5
32.5,34.5,2020,1,2,0.37
32.5,35.5,2020,1,2,0.29
29.5,34.5,2020,1,3,0.7
29.5,35.5,2020,1,3,0.76
30.5,34.5,2020,1,3,0.62
30.5,35.5,2020,1,3,0.6
31.5,34.5,2020,1,3,0.51
31.5,35.5,2020,1,3,0.49
32.5,34.5,2020,1,3,0.39
32.5,35.5,2020,1,3,0.36
29.5,34.5,2020,1,4,0.37
29.5,35.5,2020,1,4,0.42
30.5,34.5,2020,1,4,0.39
30.5,35.5,2020,1,4,0.35
31.5,34.5,2020,1,4,0.31
31.5,35.5,2020,1,4,0.24
32.5,34.5,2020,1,4,0.36
32.5,35.5,2020,1,4,0.32
29.5,34.5,2020,1,5,0.56
29.5,35.5,2020,1,5,0.59
30.5,34.5,2020,1,5,0.5
30.5,35.5,2020,1,5,0.51
31.5,34.5,2020,1,5,0.43
31.5,35.5,2020,1,5,0.41
32.5,34.5,2020,1,5,0.26
32.5,35.5,2020,1,5,0.2
29.5,34.5,2020,1,6,0.65
29.5,35.5,2020,1,6,0.66
30.5,34.5,2020,1,6,0.58
30.5,35.5,2020,1,6,0.59
31.5,34.5,2020,1,6,0.52
31.5,35.5,2020,1,6,0.54
32.5,34.5,2020,1,6,0.39
32.5,35.5,2020,1,6,0.46
29.5,34.5,2020,1,7,0.53
29.5,35.5,2020,1,7,0.68
30.5,34.5,2020,1,7,0.4
30.5,35.5,2020,1,7,0.48
31.5,34.5,2020,1,7,0.28
31.5,35.5,2020,1,7,0.41
32.5,34.5,2020,1,7,0.24
32.5,35.5,2020,1,7,0.33
29.5,34.5,2020,1,8,0.6
29.5,35.5,2020,1,8,0.63
30.5,34.5,2020,1,8,0.49
30.5,35.5,2020,1,8,0.41
31.5,34.5,2020,1,8,0.37
31.5,35.5,2020,1,8,0.34
32.5,34.5,2020,1,8,0.25
32.5,35.5,2020,1,8,0.2
29.5,34.5,2020,1,9,0.44
29.5,35.5,2020,1,9,0.37
30.5,34.5,2020,1,9,0.39
30.5,35.5,2020,1,9,0.29
31.5,34.5,2020,1,9,0.24
31.5,35.5,2020,1,9,0.21
32.5,34.5,2020,1,9,0.21
32.5,35.5,2020,1,9,0.14
29.5,34.5,2020,1,10,0.42
29.5,35.5,2020,1,10,0.36
30.5,34.5,2020,1,10,0.32
30.5,35.5,2020,1,10,0.29
31.5,34.5,2020,1,10,0.31
31.5,35.5,2020,1,10,0.22
32.5,34.5,2020,1,10,0.3
32.5,35.5,2020,1,10,0.27
29.5,34.5,2020,1,11,0.59
29.5,35.5,2020,1,11,0.58
30.5,34.5,2020,1,11,0.52
30.5,35.5,2020,1,11,0.48
31.5,34.5,2020,1,11,0.48
31.5,35.5,2020,1,11,0.49
32.5,34.5,2020,1,11,0.45
32.5,35.5,2020,1,11,0.43
29.5,34.5,2020,1,12,0.52
29.5,35.5,2020,1,12,0.57
30.5,34.5,2020,1,12,0.48
30.5,35.5,2020,1,12,0.53
31.5,34.5,2020,1,12,0.4
31.5,35.5,2020,1,12,0.43
32.5,34.5,2020,1,12,0.35
32.5,35.5,2020,1,12,0.35
29.5,34.5,2020,1,13,0.59
29.5,35.5,2020,1,13,0.63
30.5,34.5,2020,1,13,0.51
30.5,35.5,2020,1,13,0.47
31.5,34.5,2020,1,13,0.41
31.5,35.5,2020,1,13,0.45
32.5,34.5,2020,1,13,0.48
32.5,35.5,2020,1,13,0.37
29.5,34.5,2020,1,14,0.69
29.5,35.5,2020,1,14,0.71
30.5,34.5,2020,1,14,0.65
30.5,35.5,2020,1,14,0.63
31.5,34.5,2020,1,14,0.55
31.5,35.5,2020,1,14,0.57
32.5,34.5,2020,1,14,0.43
32.5,35.5,2020,1,14,0.46
29.5,34.5,2020,1,15,0.73
29.5,35.5,2020,1,15,0.75
30.5,34.5,2020,1,15,0.65
30.5,35.5,2020,1,15,0.65
31.5,34.5,2020,1,15,0.56
31.5,35.5,2020,1,15,0.57
32.5,34.5,2020,1,15,0.47
32.5,35.5,2020,1,15,0.48
29.5,34.5,2020,1,16,0.76
29.5,35.5,2020,1,16,0.74
30.5,34.5,2020,1,16,0.62
30.5,35.5,2020,1,16,0.59
31.5,34.5,2020,1,16,0.52
31.5,35.5,2020,1,16,0.51
32.5,34.5,2020,1,16,0.32
32.5,35.5,2020,1,16,0.37
29.5,34.5,2020,1,17,0.61
29.5,35.5,2020,1,17,0.7
30.5,34.5,2020,1,17,0.53
30.5,35.5,2020,1,17,0.51
31.5,34.5,2020,1,17,0.31
31.5,35.5,2020,1,17,0.38
32.5,34.5,2020,1,17,0.2
32.5,35.5,2020,1,17,0.32
29.5,34.5,2020,1,18,0.56
29.5,35.5,2020,1,18,0.57
30.5,34.5,2020,1,18,0.4
30.5,35.5,2020,1,18,0.36
31.5,34.5,2020,1,18,0.38
31.5,35.5,2020,1,18,0.32
32.5,34.5,2020,1,18,0.42
32.5,35.5,2020,1,18,0.38
29.5,34.5,2020,1,19,0.64
29.5,35.5,2020,1,19,0.73
30.5,34.5,2020,1,19,0.64
30.5,35.5,2020,1,19,0.55
31.5,34.5,2020,1,19,0.46
31.5,35.5,2020,1,19,0.43
32.5,34.5,2020,1,19,0.35
32.5,35.5,2020,1,19,0.26
29.5,34.5,2020,1,20,0.72
29.5,35.5,2020,1,20,0.76
30.5,34.5,2020,1,20,0.53
30.5,35.5,2020,1,20,0.51
31.5,34.5,2020,1,20,0.34
31.5,35.5,2020,1,20,0.33
32.5,34.5,2020,1,20,0.36
32.5,35.5,2020,1,20,0.28
29.5,34.5,2020,1,21,0.65
29.5,35.5,2020,1,21,0.59
30.5,34.5,2020,1,21,0.57
30.5,35.5,2020,1,21,0.45
31.5,34.5,2020,1,21,0.48
31.5,35.5,2020,1,21,0.41
32.5,34.5,2020,1,21,0.37
32.5,35.5,2020,1,21,0.34
29.5,34.5,2020,1,22,0.58
29.5,35.5,2020,1,22,0.66
30.5,34.5,2020,1,22,0.48
30.5,35.5,2020,1,22,0.53
31.5,34.5,2020,1,22,0.39
31.5,35.5,2020,1,22,0.43
32.5,34.5,2020,1,22,0.39
32.5,35.5,2020,1,22,0.36
29.5,34.5,2020,1,23,0.74
29.5,35.5,2020,1,23,0.76
30.5,34.5,2020,1,23,0.64
30.5,35.5,2020,1,23,0.54
31.5,34.5,2020,1,23,0.47
31.5,35.5,2020,1,23,0.45
32.5,34.5,2020,1,23,0.49
32.5,35.5,2020,1,23,0.43
29.5,34.5,2020,1,24,0.48
29.5,35.5,2020,1,24,0.48
30.5,34.5,2020,1,24,0.5
30.5,35.5,2020,1,24,0.4
31.5,34.5,2020,1,24,0.42
31.5,35.5,2020,1,24,0.41
32.5,34.5,2020,1,24,0.41
32.5,35.5,2020,1,24,0.4
29.5,34.5,2020,1,25,0.78
29.5,35.5,2020,1,25,0.78
30.5,34.5,2020,1,25,0.65
30.5,35.5,2020,1,25,0.68
31.5,34.5,2020,1,25,0.56
31.5,35.5,2020,1,25,0.6
32.5,34.5,2020,1,25,0.56
32.5,35.5,2020,1,25,0.57
29.5,34.5,2020,1,26,0.93
29.5,35.5,2020,1,26,0.95
30.5,34.5,2020,1,26,0.84
30.5,35.5,2020,1,26,0.87
31.5,34.5,2020,1,26,0.72
31.5,35.5,2020,1,26,0.77
32.5,34.5,2020,1,26,0.69
32.5,35.5,2020,1,26,0.69
29.5,34.5,2020,1,27,0.95
29.5,35.5,2020,1,27,0.95
30.5,34.5,2020,1,27,0.86
30.5,35.5,2020,1,27,0.87
31.5,34.5,2020,1,27,0.77
31.5,35.5,2020,1,27,0.77
32.5,34.5,2020,1,27,0.65
32.5,35.5,2020,1,27,0.69
29.5,34.5,2020,1,28,0.78
29.5,35.5,2020,1,28,0.76
30.5,34.5,2020,1,28,0.75
30.5,35.5,2020,1,28,0.66
31.5,34.5,2020,1,28,0.64
31.5,35.5,2020,1,28,0.71
32.5,34.5,2020,1,28,0.57
32.5,35.5,2020,1,28,0.67
29.5,34.5,2020,1,29,0.93
29.5,35.5,2020,1,29,0.94
30.5,34.5,2020,1,29,0.78
30.5,35.5,2020,1,29,0.73
31.5,34.5,2020,1,29,0.63
31.5,35.5,2020,1,29,0.58
32.5,34.5,2020,1,29,0.55
32.5,35.5,2020,1,29,0.4
29.5,34.5,2020,1,30,0.91
29.5,35.5,2020,1,30,0.94
30.5,34.5,2020,1,30,0.77
30.5,35.5,2020,1,30,0.82
31.5,34.5,2020,1,30,0.62
31.5,35.5,2020,1,30,0.67
32.5,34.5,2020,1,30,0.44
32.5,35.5,2020,1,30,0.48
29.5,34.5,2020,1,31,0.75
29.5,35.5,2020,1,31,0.79
30.5,34.5,2020,1,31,0.64
30.5,35.5,2020,1,31,0.56
31.5,34.5,2020,1,31,0.57
31.5,35.5,2020,1,31,0.47
32.5,34.5,2020,1,31,0.58
32.5,35.5,2020,1,31,0.5
29.5,34.5,2020,2,1,0.84
29.5,35.5,2020,2,1,0.86
30.5,34.5,2020,2,1,0.65
30.5,35.5,2020,2,1,0.67
31.5,34.5,2020,2,1,0.49
31.5,35.5,2020,2,1,0.44
32.5,34.5,2020,2,1,0.54
32.5,35.5,2020,2,1,0.42
29.5,34.5,2020,2,2,0.84
29.5,35.5,2020,2,2,0.86
30.5,34.5,2020,2,2,0.77
30.5,35.5,2020,2,2,0.74
31.5,34.5,2020,2,2,0.64
31.5,35.5,2020,2,2,0.59
32.5,34.5,2020,2,2,0.63
32.5,35.5,2020,2,2,0.51
29.5,34.5,2020,2,3,0.9
29.5,35.5,2020,2,3,0.91
30.5,34.5,2020,2,3,0.8
30.5,35.5,2020,2,3,0.83
31.5,34.5,2020,2,3,0.67
31.5,35.5,2020,2,3,0.74
32.5,34.5,2020,2,3,0.62
32.5,35.5,2020,2,3,0.64
29.5,34.5,2020,2,4,0.96
29.5,35.5,2020,2,4,1.01
30.5,34.5,2020,2,4,0.84
30.5,35.5,2020,2,4,0.85
31.5,34.5,2020,2,4,0.68
31.5,35.5,2020,2,4,0.72
32.5,34.5,2020,2,4,0.57
32.5,35.5,2020,2,4,0.59
29.5,34.5,2020,2,5,0.95
29.5,35.5,2020,2,5,0.95
30.5,34.5,2020,2,5,0.85
30.5,35.5,2020,2,5,0.89
31.5,34.5,2020,2,5,0.78
31.5,35.5,2020,2,5,0.79
32.5,34.5,2020,2,5,0.71
32.5,35.5,2020,2,5,0.69
29.5,34.5,2020,2,6,0.95
29.5,35.5,2020,2,6,0.98
30.5,34.5,2020,2,6,0.86
30.5,35.5,2020,2,6,0.91
31.5,34.5,2020,2,6,0.76
31.5,35.5,2020,2,6,0.82
32.5,34.5,2020,2,6,0.74
32.5,35.5,2020,2,6,0.75
29.5,34.5,2020,2,7,0.79
29.5,35.5,2020,2,7,0.86
30.5,34.5,2020,2,7,0.52
30.5,35.5,2020,2,7,0.56
31.5,34.5,2020,2,7,0.48
31.5,35.5,2020,2,7,0.38
32.5,34.5,2020,2,7,0.54
32.5,35.5,2020,2,7,0.37
29.5,34.5,2020,2,8,0.75
29.5,35.5,2020,2,8,0.84
30.5,34.5,2020,2,8,0.69
30.5,35.5,2020,2,8,0.67
31.5,34.5,2020,2,8,0.57
31.5,35.5,2020,2,8,0.47
32.5,34.5,2020,2,8,0.59
32.5,35.5,2020,2,8,0.52
29.5,34.5,2020,2,9,0.79
29.5,35.5,2020,2,9,0.87
30.5,34.5,2020,2,9,0.71
30.5,35.5,2020,2,9,0.59
31.5,34.5,2020,2,9,0.57
31.5,35.5,2020,2,9,0.49
32.5,34.5,2020,2,9,0.55
32.5,35.5,2020,2,9,0.56
29.5,34.5,2020,2,10,0.78
29.5,35.5,2020,2,10,1.03
30.5,34.5,2020,2,10,0.62
30.5,35.5,2020,2,10,0.64
31.5,34.5,2020,2,10,0.62
31.5,35.5,2020,2,10,0.46
32.5,34.5,2020,2,10,0.6
32.5,35.5,2020,2,10,0.51
29.5,34.5,2020,2,11,0.91
29.5,35.5,2020,2,11,0.93
30.5,34.5,2020,2,11,0.75
30.5,35.5,2020,2,11,0.74
31.5,34.5,2020,2,11,0.52
31.5,35.5,2020,2,11,0.59
32.5,34.5,2020,2,11,0.39
32.5,35.5,2020,2,11,0.42
29.5,34.5,2020,2,12,1.04
29.5,35.5,2020,2,12,1.06
30.5,34.5,2020,2,12,0.88
30.5,35.5,2020,2,12,0.89
31.5,34.5,2020,2,12,0.75
31.5,35.5,2020,2,12,0.75
32.5,34.5,2020,2,12,0.54
32.5,35.5,2020,2,12,0.43
29.5,34.5,2020,2,13,1.01
29.5,35.5,2020,2,13,0.87
30.5,34.5,2020,2,13,0.92
30.5,35.5,2020,2,13,0.95
31.5,34.5,2020,2,13,0.7
31.5,35.5,2020,2,13,0.87
32.5,34.5,2020,2,13,0.75
32.5,35.5,2020,2,13,0.73
29.5,34.5,2020,2,14,0.88
29.5,35.5,2020,2,14,0.94
30.5,34.5,2020,2,14,0.78
30.5,35.5,2020,2,14,0.78
31.5,34.5,2020,2,14,0.7
31.5,35.5,2020,2,14,0.72
32.5,34.5,2020,2,14,0.61
32.5,35.5,2020,2,14,0.66
29.5,34.5,2020,2,15,1.0
29.5,35.5,2020,2,15,1.0
30.5,34.5,2020,2,15,0.94
30.5,35.5,2020,2,15,0.95
31.5,34.5,2020,2,15,0.84
31.5,35.5,2020,2,15,0.89
32.5,34.5,2020,2,15,0.77
32.5,35.5,2020,2,15,0.8
29.5,34.5,2020,2,16,0.97
29.5,35.5,2020,2,16,1.08
30.5,34.5,2020,2,16,0.74
30.5,35.5,2020,2,16,0.89
31.5,34.5,2020,2,16,0.64
31.5,35.5,2020,2,16,0.81
32.5,34.5,2020,2,16,0.66
32.5,35.5,2020,2,16,0.82
29.5,34.5,2020,2,17,1.07
29.5,35.5,2020,2,17,1.14
30.5,34.5,2020,2,17,0.97
30.5,35.5,2020,2,17,1.02
31.5,34.5,2020,2,17,0.84
31.5,35.5,2020,2,17,0.87
32.5,34.5,2020,2,17,0.77
32.5,35.5,2020,2,17,0.78
29.5,34.5,2020,2,18,1.11
29.5,35.5,2020,2,18,1.14
30.5,34.5,2020,2,18,0.92
30.5,35.5,2020,2,18,0.97
31.5,34.5,2020,2,18,0.83
31.5,35.5,2020,2,18,0.85
32.5,34.5,2020,2,18,0.61
32.5,35.5,2020,2,18,0.65
29.5,34.5,2020,2,19,0.71
29.5,35.5,2020,2,19,0.6
30.5,34.5,2020,2,19,0.68
30.5,35.5,2020,2,19,0.7
31.5,34.5,2020,2,19,0.47
31.5,35.5,2020,2,19,0.62
32.5,34.5,2020,2,19,0.48
32.5,35.5,2020,2,19,0.53
29.5,34.5,2020,2,20,1.06
