-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2020,1,1,4.91
29.5,35.0,2020,1,1,4.71
29.5,35.625,2020,1,1,1.29
30.0,34.375,2020,1,1,6.44
30.0,35.0,2020,1,1,5.12
30.0,35.625,2020,1,1,0.98
30.5,34.375,2020,1,1,7.87
30.5,35.0,2020,1,1,7.44
30.5,35.625,2020,1,1,1.76
31.0,34.375,2020,1,1,9.83
31.0,35.0,2020,1,1,8.87
31.0,35.625,2020,1,1,6.31
31.5,34.375,2020,1,1,12.33
31.5,35.0,2020,1,1,9.25
31.5,35.625,2020,1,1,9.58
32.0,34.375,2020,1,1,13.5
32.0,35.0,2020,1,1,10.32
32.0,35.625,2020,1,1,9.7
32.5,34.375,2020,1,1,13.64
32.5,35.0,2020,1,1,10.95
32.5,35.625,2020,1,1,9.46
33.0,34.375,2020,1,1,13.7
33.0,35.0,2020,1,1,11.9
33.0,35.625,2020,1,1,8.22
29.5,34.375,2020,1,2,4.93
29.5,35.0,2020,1,2,6.57
29.5,35.625,2020,1,2,3.37
30.0,34.375,2020,1,2,6.19
30.0,35.0,2020,1,2,6.74
30.0,35.625,2020,1,2,3.0
30.5,34.375,2020,1,2,7.09
30.5,35.0,2020,1,2,8.08
30.5,35.625,2020,1,2,3.83
31.0,34.375,2020,1,2,8.53
31.0,35.0,2020,1,2,8.82
31.0,35.625,2020,1,2,6.72
31.5,34.375,2020,1,2,11.82
31.5,35.0,2020,1,2,8.53
31.5,35.625,2020,1,2,9.26
32.0,34.375,2020,1,2,13.89
32.0,35.0,2020,1,2,9.79
32.0,35.625,2020,1,2,9.14
32.5,34.375,2020,1,2,14.12
32.5,35.0,2020,1,2,10.96
32.5,35.625,2020,1,2,9.02
33.0,34.375,2020,1,2,14.1
33.0,35.0,2020,1,2,12.06
33.0,35.625,2020,1,2,8.04
29.5,34.375,2020,1,3,3.44
29.5,35.0,2020,1,3,4.78
29.5,35.625,2020,1,3,1.95
30.0,34.375,2020,1,3,4.3
