-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_UV_INDEX
29.5,34.5,2022,1,1,0.6
29.5,35.5,2022,1,1,0.58
30.5,34.5,2022,1,1,0.51
30.5,35.5,2022,1,1,0.42
31.5,34.5,2022,1,1,0.31
31.5,35.5,2022,1,1,0.27
32.5,34.5,2022,1,1,0.3
32.5,35.5,2022,1,1,0.33
29.5,34.5,2022,1,2,0.48
29.5,35.5,2022,1,2,0.5
30.5,34.5,2022,1,2,0.47
30.5,35.5,2022,1,2,0.45
31.5,34.5,2022,1,2,0.45
31.5,35.5,2022,1,2,0.37
32.5,34.5,2022,1,2,0.43
32.5,35.5,2022,1,2,0.39
29.5,34.5,2022,1,3,0.43
29.5,35.5,2022,1,3,0.42
30.5,34.5,2022,1,3,0.5
30.5,35.5,2022,1,3,0.47
31.5,34.5,2022,1,3,0.48
31.5,35.5,2022,1,3,0.47
32.5,34.5,2022,1,3,0.51
32.5,35.5,2022,1,3,0.47
29.5,34.5,2022,1,4,0.76
29.5,35.5,2022,1,4,0.77
30.5,34.5,2022,1,4,0.65
30.5,35.5,2022,1,4,0.65
31.5,34.5,2022,1,4,0.48
31.5,35.5,2022,1,4,0.51
32.5,34.5,2022,1,4,0.39
32.5,35.5,2022,1,4,0.41
29.5,34.5,2022,1,5,0.78
29.5,35.5,2022,1,5,0.82
30.5,34.5,2022,1,5,0.7
30.5,35.5,2022,1,5,0.71
31.5,34.5,2022,1,5,0.46
31.5,35.5,2022,1,5,0.56
32.5,34.5,2022,1,5,0.37
32.5,35.5,2022,1,5,0.3
29.5,34.5,2022,1,6,0.81
29.5,35.5,2022,1,6,0.85
30.5,34.5,2022,1,6,0.72
30.5,35.5,2022,1,6,0.75
31.5,34.5,2022,1,6,0.62
31.5,35.5,2022,1,6,0.65
32.5,34.5,2022,1,6,0.59
32.5,35.5,2022,1,6,0.57
29.5,34.5,2022,1,7,0.76
29.5,35.5,2022,1,7,0.79
30.5,34.5,2022,1,7,0.69
30.5,35.5,2022,1,7,0.72
31.5,34.5,2022,1,7,0.62
31.5,35.5,2022,1,7,0.65
32.5,34.5,2022,1,7,0.57
32.5,35.5,2022,1,7,0.58
29.5,34.5,2022,1,8,0.78
29.5,35.5,2022,1,8,0.8
30.5,34.5,2022,1,8,0.69
30.5,35.5,2022,1,8,0.71
31.5,34.5,2022,1,8,0.6
31.5,35.5,2022,1,8,0.63
32.5,34.5,2022,1,8,0.59
