-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2022,1,1,9.56
29.5,35.0,2022,1,1,10.18
29.5,35.625,2022,1,1,6.28
30.0,34.375,2022,1,1,10.19
30.0,35.0,2022,1,1,9.97
30.0,35.625,2022,1,1,5.48
30.5,34.375,2022,1,1,10.15
30.5,35.0,2022,1,1,10.22
30.5,35.625,2022,1,1,5.69
31.0,34.375,2022,1,1,11.29
31.0,35.0,2022,1,1,10.04
31.0,35.625,2022,1,1,8.37
31.5,34.375,2022,1,1,13.6
31.5,35.0,2022,1,1,9.34
31.5,35.625,2022,1,1,10.28
32.0,34.375,2022,1,1,14.79
32.0,35.0,2022,1,1,10.55
32.0,35.625,2022,1,1,10.2
32.5,34.375,2022,1,1,15.14
32.5,35.0,2022,1,1,12.26
32.5,35.625,2022,1,1,10.66
33.0,34.375,2022,1,1,15.25
33.0,35.0,2022,1,1,13.13
33.0,35.625,2022,1,1,9.51
29.5,34.375,2022,1,2,8.65
29.5,35.0,2022,1,2,8.77
29.5,35.625,2022,1,2,5.02
30.0,34.375,2022,1,2,9.67
30.0,35.0,2022,1,2,8.98
30.0,35.625,2022,1,2,5.05
30.5,34.375,2022,1,2,10.07
30.5,35.0,2022,1,2,9.83
30.5,35.625,2022,1,2,5.66
31.0,34.375,2022,1,2,11.16
31.0,35.0,2022,1,2,10.16
31.0,35.625,2022,1,2,8.27
31.5,34.375,2022,1,2,13.3
31.5,35.0,2022,1,2,9.67
31.5,35.625,2022,1,2,10.29
32.0,34.375,2022,1,2,14.7
32.0,35.0,2022,1,2,10.54
32.0,35.625,2022,1,2,10.2
32.5,34.375,2022,1,2,14.79
32.5,35.0,2022,1,2,11.64
32.5,35.625,2022,1,2,10.18
33.0,34.375,2022,1,2,14.65
33.0,35.0,2022,1,2,12.47
33.0,35.625,2022,1,2,9.02
29.5,34.375,2022,1,3,8.52
29.5,35.0,2022,1,3,9.35
29.5,35.625,2022,1,3,6.2
30.0,34.375,2022,1,3,9.69
30.0,35.0,2022,1,3,9.51
30.0,35.625,2022,1,3,6.04
30.5,34.375,2022,1,3,10.34
30.5,35.0,2022,1,3,10.41
30.5,35.625,2022,1,3,6.53
31.0,34.375,2022,1,3,11.55
31.0,35.0,2022,1,3,10.9
31.0,35.625,2022,1,3,9.25
31.5,34.375,2022,1,3,13.75
31.5,35.0,2022,1,3,10.33
31.5,35.625,2022,1,3,11.17
32.0,34.375,2022,1,3,14.77
32.0,35.0,2022,1,3,10.86
32.0,35.625,2022,1,3,10.5
32.5,34.375,2022,1,3,14.67
32.5,35.0,2022,1,3,11.83
32.5,35.625,2022,1,3,9.87
33.0,34.375,2022,1,3,14.41
33.0,35.0,2022,1,3,12.32
33.0,35.625,2022,1,3,7.75
29.5,34.375,2022,1,4,6.3
29.5,35.0,2022,1,4,7.55
29.5,35.625,2022,1,4,4.45
30.0,34.375,2022,1,4,7.95
30.0,35.0,2022,1,4,8.12
30.0,35.625,2022,1,4,4.5
30.5,34.375,2022,1,4,8.78
30.5,35.0,2022,1,4,9.03
30.5,35.625,2022,1,4,5.52
31.0,34.375,2022,1,4,10.06
31.0,35.0,2022,1,4,9.75
31.0,35.625,2022,1,4,8.27
31.5,34.375,2022,1,4,13.7
31.5,35.0,2022,1,4,10.0
31.5,35.625,2022,1,4,10.79
32.0,34.375,2022,1,4,15.31
32.0,35.0,2022,1,4,11.33
32.0,35.625,2022,1,4,10.78
32.5,34.375,2022,1,4,15.46
32.5,35.0,2022,1,4,12.7
32.5,35.625,2022,1,4,10.18
33.0,34.375,2022,1,4,15.5
33.0,35.0,2022,1,4,13.56
33.0,35.625,2022,1,4,9.16
29.5,34.375,2022,1,5,5.71
29.5,35.0,2022,1,5,6.7
29.5,35.625,2022,1,5,3.86
30.0,34.375,2022,1,5,7.32
30.0,35.0,2022,1,5,7.18
30.0,35.625,2022,1,5,3.35
30.5,34.375,2022,1,5,8.13
30.5,35.0,2022,1,5,8.29
30.5,35.625,2022,1,5,4.19
31.0,34.375,2022,1,5,9.66
31.0,35.0,2022,1,5,9.23
31.0,35.625,2022,1,5,7.35
31.5,34.375,2022,1,5,13.62
31.5,35.0,2022,1,5,9.87
31.5,35.625,2022,1,5,10.33
32.0,34.375,2022,1,5,15.6
32.0,35.0,2022,1,5,11.88
32.0,35.625,2022,1,5,10.64
32.5,34.375,2022,1,5,15.94
32.5,35.0,2022,1,5,13.61
32.5,35.625,2022,1,5,11.49
33.0,34.375,2022,1,5,16.06
33.0,35.0,2022,1,5,14.46
33.0,35.625,2022,1,5,11.05
29.5,34.375,2022,1,6,6.49
29.5,35.0,2022,1,6,7.38
29.5,35.625,2022,1,6,3.32
