-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,CLRSKY_SFC_PAR_TOT
29.5,34.5,2021,1,1,1.71
29.5,35.5,2021,1,1,1.68
30.5,34.5,2021,1,1,1.59
30.5,35.5,2021,1,1,1.57
31.5,34.5,2021,1,1,1.5
31.5,35.5,2021,1,1,1.5
32.5,34.5,2021,1,1,1.44
32.5,35.5,2021,1,1,1.42
29.5,34.5,2021,1,2,1.71
29.5,35.5,2021,1,2,1.72
30.5,34.5,2021,1,2,1.59
30.5,35.5,2021,1,2,1.57
31.5,34.5,2021,1,2,1.48
31.5,35.5,2021,1,2,1.5
32.5,34.5,2021,1,2,1.38
32.5,35.5,2021,1,2,1.38
29.5,34.5,2021,1,3,1.75
29.5,35.5,2021,1,3,1.73
30.5,34.5,2021,1,3,1.56
30.5,35.5,2021,1,3,1.57
31.5,34.5,2021,1,3,1.47
31.5,35.5,2021,1,3,1.5
32.5,34.5,2021,1,3,1.37
32.5,35.5,2021,1,3,1.36
29.5,34.5,2021,1,4,1.74
29.5,35.5,2021,1,4,1.71
30.5,34.5,2021,1,4,1.61
30.5,35.5,2021,1,4,1.58
31.5,34.5,2021,1,4,1.52
31.5,35.5,2021,1,4,1.5
32.5,34.5,2021,1,4,1.44
32.5,35.5,2021,1,4,1.44
29.5,34.5,2021,1,5,1.71
29.5,35.5,2021,1,5,1.74
30.5,34.5,2021,1,5,1.53
30.5,35.5,2021,1,5,1.56
31.5,34.5,2021,1,5,1.44
31.5,35.5,2021,1,5,1.5
32.5,34.5,2021,1,5,1.36
