-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_PAR_TOT
29.5,34.5,2021,1,1,1.71
29.5,35.5,2021,1,1,1.66
30.5,34.5,2021,1,1,1.54
30.5,35.5,2021,1,1,1.54
31.5,34.5,2021,1,1,1.45
31.5,35.5,2021,1,1,1.45
32.5,34.5,2021,1,1,1.4
32.5,35.5,2021,1,1,1.39
29.5,34.5,2021,1,2,1.7
29.5,35.5,2021,1,2,1.71
30.5,34.5,2021,1,2,1.45
30.5,35.5,2021,1,2,1.48
31.5,34.5,2021,1,2,1.34
31.5,35.5,2021,1,2,1.33
32.5,34.5,2021,1,2,1.18
32.5,35.5,2021,1,2,1.15
29.5,34.5,2021,1,3,1.75
29.5,35.5,2021,1,3,1.73
30.5,34.5,2021,1,3,1.49
30.5,35.5,2021,1,3,1.57
31.5,34.5,2021,1,3,1.22
31.5,35.5,2021,1,3,1.5
32.5,34.5,2021,1,3,1.35
32.5,35.5,2021,1,3,1.33
29.5,34.5,2021,1,4,1.75
29.5,35.5,2021,1,4,1.71
30.5,34.5,2021,1,4,1.58
30.5,35.5,2021,1,4,1.57
31.5,34.5,2021,1,4,1.41
31.5,35.5,2021,1,4,1.49
32.5,34.5,2021,1,4,1.43
32.5,35.5,2021,1,4,1.43
29.5,34.5,2021,1,5,1.7
29.5,35.5,2021,1,5,1.74
30.5,34.5,2021,1,5,1.51
30.5,35.5,2021,1,5,1.55
31.5,34.5,2021,1,5,1.36
31.5,35.5,2021,1,5,1.48
32.5,34.5,2021,1,5,1.21
32.5,35.5,2021,1,5,1.32
29.5,34.5,2021,1,6,1.69
29.5,35.5,2021,1,6,1.73
30.5,34.5,2021,1,6,1.43
30.5,35.5,2021,1,6,1.54
31.5,34.5,2021,1,6,1.23
31.5,35.5,2021,1,6,1.45
32.5,34.5,2021,1,6,1.12
32.5,35.5,2021,1,6,1.33
29.5,34.5,2021,1,7,1.73
29.5,35.5,2021,1,7,1.68
30.5,34.5,2021,1,7,1.65
30.5,35.5,2021,1,7,1.65
31.5,34.5,2021,1,7,1.49
31.5,35.5,2021,1,7,1.57
32.5,34.5,2021,1,7,1.5
32.5,35.5,2021,1,7,1.5
29.5,34.5,2021,1,8,1.76
29.5,35.5,2021,1,8,1.73
30.5,34.5,2021,1,8,1.72
30.5,35.5,2021,1,8,1.72
31.5,34.5,2021,1,8,1.59
31.5,35.5,2021,1,8,1.64
32.5,34.5,2021,1,8,1.51
32.5,35.5,2021,1,8,1.56
29.5,34.5,2021,1,9,1.73
29.5,35.5,2021,1,9,1.67
30.5,34.5,2021,1,9,1.68
30.5,35.5,2021,1,9,1.64
31.5,34.5,2021,1,9,1.53
31.5,35.5,2021,1,9,1.55
32.5,34.5,2021,1,9,1.5
32.5,35.5,2021,1,9,1.52
29.5,34.5,2021,1,10,1.76
29.5,35.5,2021,1,10,1.66
30.5,34.5,2021,1,10,1.67
