-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN
29.5,34.5,2021,1,1,3.87
29.5,35.5,2021,1,1,3.81
30.5,34.5,2021,1,1,3.46
30.5,35.5,2021,1,1,3.52
31.5,34.5,2021,1,1,3.26
31.5,35.5,2021,1,1,3.28
32.5,34.5,2021,1,1,3.15
32.5,35.5,2021,1,1,3.15
29.5,34.5,2021,1,2,3.88
29.5,35.5,2021,1,2,3.95
30.5,34.5,2021,1,2,3.27
30.5,35.5,2021,1,2,3.35
31.5,34.5,2021,1,2,3.01
31.5,35.5,2021,1,2,2.99
32.5,34.5,2021,1,2,2.63
32.5,35.5,2021,1,2,2.63
29.5,34.5,2021,1,3,3.98
29.5,35.5,2021,1,3,3.98
30.5,34.5,2021,1,3,3.35
30.5,35.5,2021,1,3,3.57
31.5,34.5,2021,1,3,2.69
31.5,35.5,2021,1,3,3.38
32.5,34.5,2021,1,3,3.03
32.5,35.5,2021,1,3,3.04
29.5,34.5,2021,1,4,3.99
29.5,35.5,2021,1,4,3.93
30.5,34.5,2021,1,4,3.58
30.5,35.5,2021,1,4,3.6
31.5,34.5,2021,1,4,3.15
31.5,35.5,2021,1,4,3.38
32.5,34.5,2021,1,4,3.2
32.5,35.5,2021,1,4,3.26
29.5,34.5,2021,1,5,3.89
29.5,35.5,2021,1,5,3.97
30.5,34.5,2021,1,5,3.43
30.5,35.5,2021,1,5,3.53
31.5,34.5,2021,1,5,3.06
31.5,35.5,2021,1,5,3.34
32.5,34.5,2021,1,5,2.7
32.5,35.5,2021,1,5,3.0
29.5,34.5,2021,1,6,3.82
29.5,35.5,2021,1,6,3.94
30.5,34.5,2021,1,6,3.23
30.5,35.5,2021,1,6,3.5
31.5,34.5,2021,1,6,2.73
31.5,35.5,2021,1,6,3.28
32.5,34.5,2021,1,6,2.48
32.5,35.5,2021,1,6,3.03
29.5,34.5,2021,1,7,3.95
29.5,35.5,2021,1,7,3.85
30.5,34.5,2021,1,7,3.75
30.5,35.5,2021,1,7,3.75
31.5,34.5,2021,1,7,3.39
31.5,35.5,2021,1,7,3.57
32.5,34.5,2021,1,7,3.39
32.5,35.5,2021,1,7,3.43
29.5,34.5,2021,1,8,4.03
29.5,35.5,2021,1,8,3.99
30.5,34.5,2021,1,8,3.9
30.5,35.5,2021,1,8,3.92
31.5,34.5,2021,1,8,3.61
31.5,35.5,2021,1,8,3.73
32.5,34.5,2021,1,8,3.42
32.5,35.5,2021,1,8,3.6
29.5,34.5,2021,1,9,3.94
29.5,35.5,2021,1,9,3.84
30.5,34.5,2021,1,9,3.85
30.5,35.5,2021,1,9,3.76
31.5,34.5,2021,1,9,3.51
31.5,35.5,2021,1,9,3.57
32.5,34.5,2021,1,9,3.43
32.5,35.5,2021,1,9,3.53
29.5,34.5,2021,1,10,4.01
29.5,35.5,2021,1,10,3.79
30.5,34.5,2021,1,10,3.8
30.5,35.5,2021,1,10,3.72
31.5,34.5,2021,1,10,3.37
31.5,35.5,2021,1,10,3.57
32.5,34.5,2021,1,10,3.41
32.5,35.5,2021,1,10,3.53
29.5,34.5,2021,1,11,3.94
29.5,35.5,2021,1,11,4.03
30.5,34.5,2021,1,11,3.93
30.5,35.5,2021,1,11,3.91
31.5,34.5,2021,1,11,3.48
31.5,35.5,2021,1,11,3.72
32.5,34.5,2021,1,11,3.44
32.5,35.5,2021,1,11,3.59
29.5,34.5,2021,1,12,4.11
29.5,35.5,2021,1,12,4.18
30.5,34.5,2021,1,12,3.97
30.5,35.5,2021,1,12,3.95
31.5,34.5,2021,1,12,3.57
31.5,35.5,2021,1,12,3.68
32.5,34.5,2021,1,12,3.35
32.5,35.5,2021,1,12,3.6
29.5,34.5,2021,1,13,1.98
29.5,35.5,2021,1,13,2.4
30.5,34.5,2021,1,13,2.08
30.5,35.5,2021,1,13,2.5
31.5,34.5,2021,1,13,1.62
31.5,35.5,2021,1,13,2.21
32.5,34.5,2021,1,13,1.45
32.5,35.5,2021,1,13,1.77
29.5,34.5,2021,1,14,3.78
29.5,35.5,2021,1,14,3.69
30.5,34.5,2021,1,14,3.93
30.5,35.5,2021,1,14,3.46
31.5,34.5,2021,1,14,3.26
31.5,35.5,2021,1,14,3.34
32.5,34.5,2021,1,14,1.19
32.5,35.5,2021,1,14,1.52
29.5,34.5,2021,1,15,4.3
29.5,35.5,2021,1,15,4.38
30.5,34.5,2021,1,15,3.98
