-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2009 through 12/31/2009 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_UV_INDEX
29.5,34.5,2009,1,1,0.62
29.5,35.5,2009,1,1,0.72
30.5,34.5,2009,1,1,0.42
30.5,35.5,2009,1,1,0.49
31.5,34.5,2009,1,1,0.45
31.5,35.5,2009,1,1,0.5
32.5,34.5,2009,1,1,0.47
32.5,35.5,2009,1,1,0.4
29.5,34.5,2009,1,2,0.65
29.5,35.5,2009,1,2,0.69
30.5,34.5,2009,1,2,0.59
30.5,35.5,2009,1,2,0.61
31.5,34.5,2009,1,2,0.44
31.5,35.5,2009,1,2,0.54
32.5,34.5,2009,1,2,0.36
32.5,35.5,2009,1,2,0.42
29.5,34.5,2009,1,3,0.75
29.5,35.5,2009,1,3,0.77
30.5,34.5,2009,1,3,0.63
30.5,35.5,2009,1,3,0.66
31.5,34.5,2009,1,3,0.54
31.5,35.5,2009,1,3,0.59
32.5,34.5,2009,1,3,0.47
32.5,35.5,2009,1,3,0.53
29.5,34.5,2009,1,4,0.73
29.5,35.5,2009,1,4,0.75
30.5,34.5,2009,1,4,0.61
30.5,35.5,2009,1,4,0.65
31.5,34.5,2009,1,4,0.47
31.5,35.5,2009,1,4,0.54
32.5,34.5,2009,1,4,0.45
32.5,35.5,2009,1,4,0.46
29.5,34.5,2009,1,5,0.74
29.5,35.5,2009,1,5,0.76
30.5,34.5,2009,1,5,0.62
30.5,35.5,2009,1,5,0.66
31.5,34.5,2009,1,5,0.53
31.5,35.5,2009,1,5,0.56
32.5,34.5,2009,1,5,0.46
32.5,35.5,2009,1,5,0.5
29.5,34.5,2009,1,6,0.74
29.5,35.5,2009,1,6,0.77
30.5,34.5,2009,1,6,0.66
30.5,35.5,2009,1,6,0.68
31.5,34.5,2009,1,6,0.55
31.5,35.5,2009,1,6,0.59
32.5,34.5,2009,1,6,0.54
32.5,35.5,2009,1,6,0.53
29.5,34.5,2009,1,7,0.74
29.5,35.5,2009,1,7,0.78
30.5,34.5,2009,1,7,0.64
30.5,35.5,2009,1,7,0.68
31.5,34.5,2009,1,7,0.55
31.5,35.5,2009,1,7,0.6
32.5,34.5,2009,1,7,0.52
32.5,35.5,2009,1,7,0.52
29.5,34.5,2009,1,8,0.78
29.5,35.5,2009,1,8,0.81
30.5,34.5,2009,1,8,0.65
30.5,35.5,2009,1,8,0.65
31.5,34.5,2009,1,8,0.53
31.5,35.5,2009,1,8,0.55
32.5,34.5,2009,1,8,0.49
32.5,35.5,2009,1,8,0.43
29.5,34.5,2009,1,9,0.78
29.5,35.5,2009,1,9,0.78
30.5,34.5,2009,1,9,0.68
30.5,35.5,2009,1,9,0.69
31.5,34.5,2009,1,9,0.57
31.5,35.5,2009,1,9,0.59
32.5,34.5,2009,1,9,0.54
32.5,35.5,2009,1,9,0.47
29.5,34.5,2009,1,10,0.76
29.5,35.5,2009,1,10,0.78
30.5,34.5,2009,1,10,0.68
30.5,35.5,2009,1,10,0.7
31.5,34.5,2009,1,10,0.57
31.5,35.5,2009,1,10,0.61
32.5,34.5,2009,1,10,0.52
32.5,35.5,2009,1,10,0.52
29.5,34.5,2009,1,11,0.75
29.5,35.5,2009,1,11,0.78
30.5,34.5,2009,1,11,0.67
30.5,35.5,2009,1,11,0.68
31.5,34.5,2009,1,11,0.53
31.5,35.5,2009,1,11,0.56
32.5,34.5,2009,1,11,0.44
32.5,35.5,2009,1,11,0.31
29.5,34.5,2009,1,12,0.69
29.5,35.5,2009,1,12,0.72
30.5,34.5,2009,1,12,0.62
30.5,35.5,2009,1,12,0.63
31.5,34.5,2009,1,12,0.52
31.5,35.5,2009,1,12,0.55
32.5,34.5,2009,1,12,0.44
32.5,35.5,2009,1,12,0.48
29.5,34.5,2009,1,13,0.7
29.5,35.5,2009,1,13,0.72
30.5,34.5,2009,1,13,0.64
30.5,35.5,2009,1,13,0.65
31.5,34.5,2009,1,13,0.53
31.5,35.5,2009,1,13,0.55
32.5,34.5,2009,1,13,0.49
32.5,35.5,2009,1,13,0.48
29.5,34.5,2009,1,14,0.73
29.5,35.5,2009,1,14,0.76
30.5,34.5,2009,1,14,0.65
30.5,35.5,2009,1,14,0.68
31.5,34.5,2009,1,14,0.53
31.5,35.5,2009,1,14,0.55
32.5,34.5,2009,1,14,0.52
32.5,35.5,2009,1,14,0.53
29.5,34.5,2009,1,15,0.71
29.5,35.5,2009,1,15,0.73
30.5,34.5,2009,1,15,0.63
30.5,35.5,2009,1,15,0.66
31.5,34.5,2009,1,15,0.53
31.5,35.5,2009,1,15,0.58
32.5,34.5,2009,1,15,0.54
32.5,35.5,2009,1,15,0.54
29.5,34.5,2009,1,16,0.66
29.5,35.5,2009,1,16,0.65
30.5,34.5,2009,1,16,0.6
30.5,35.5,2009,1,16,0.6
31.5,34.5,2009,1,16,0.51
31.5,35.5,2009,1,16,0.49
32.5,34.5,2009,1,16,0.45
32.5,35.5,2009,1,16,0.43
29.5,34.5,2009,1,17,0.66
29.5,35.5,2009,1,17,0.63
30.5,34.5,2009,1,17,0.58
30.5,35.5,2009,1,17,0.59
31.5,34.5,2009,1,17,0.5
31.5,35.5,2009,1,17,0.52
32.5,34.5,2009,1,17,0.56
32.5,35.5,2009,1,17,0.53
29.5,34.5,2009,1,18,0.64
29.5,35.5,2009,1,18,0.8
30.5,34.5,2009,1,18,0.6
30.5,35.5,2009,1,18,0.67
31.5,34.5,2009,1,18,0.55
31.5,35.5,2009,1,18,0.56
32.5,34.5,2009,1,18,0.55
32.5,35.5,2009,1,18,0.51
29.5,34.5,2009,1,19,0.66
29.5,35.5,2009,1,19,0.71
30.5,34.5,2009,1,19,0.58
30.5,35.5,2009,1,19,0.6
31.5,34.5,2009,1,19,0.47
31.5,35.5,2009,1,19,0.47
32.5,34.5,2009,1,19,0.42
32.5,35.5,2009,1,19,0.43
29.5,34.5,2009,1,20,0.73
29.5,35.5,2009,1,20,0.71
30.5,34.5,2009,1,20,0.67
30.5,35.5,2009,1,20,0.69
31.5,34.5,2009,1,20,0.53
31.5,35.5,2009,1,20,0.61
32.5,34.5,2009,1,20,0.43
32.5,35.5,2009,1,20,0.44
29.5,34.5,2009,1,21,0.8
29.5,35.5,2009,1,21,0.82
30.5,34.5,2009,1,21,0.75
30.5,35.5,2009,1,21,0.77
31.5,34.5,2009,1,21,0.64
31.5,35.5,2009,1,21,0.67
32.5,34.5,2009,1,21,0.63
32.5,35.5,2009,1,21,0.63
29.5,34.5,2009,1,22,0.83
29.5,35.5,2009,1,22,0.87
30.5,34.5,2009,1,22,0.79
30.5,35.5,2009,1,22,0.79
31.5,34.5,2009,1,22,0.67
31.5,35.5,2009,1,22,0.68
32.5,34.5,2009,1,22,0.64
32.5,35.5,2009,1,22,0.63
29.5,34.5,2009,1,23,0.68
29.5,35.5,2009,1,23,0.75
30.5,34.5,2009,1,23,0.51
30.5,35.5,2009,1,23,0.66
31.5,34.5,2009,1,23,0.36
31.5,35.5,2009,1,23,0.53
32.5,34.5,2009,1,23,0.31
32.5,35.5,2009,1,23,0.43
29.5,34.5,2009,1,24,0.71
29.5,35.5,2009,1,24,0.82
30.5,34.5,2009,1,24,0.43
30.5,35.5,2009,1,24,0.6
31.5,34.5,2009,1,24,0.4
31.5,35.5,2009,1,24,0.53
32.5,34.5,2009,1,24,0.28
32.5,35.5,2009,1,24,0.35
29.5,34.5,2009,1,25,0.78
29.5,35.5,2009,1,25,0.82
30.5,34.5,2009,1,25,0.72
30.5,35.5,2009,1,25,0.75
31.5,34.5,2009,1,25,0.63
31.5,35.5,2009,1,25,0.66
32.5,34.5,2009,1,25,0.54
32.5,35.5,2009,1,25,0.58
29.5,34.5,2009,1,26,0.89
29.5,35.5,2009,1,26,0.91
30.5,34.5,2009,1,26,0.7
30.5,35.5,2009,1,26,0.76
31.5,34.5,2009,1,26,0.6
31.5,35.5,2009,1,26,0.66
32.5,34.5,2009,1,26,0.51
32.5,35.5,2009,1,26,0.55
29.5,34.5,2009,1,27,0.97
29.5,35.5,2009,1,27,0.97
30.5,34.5,2009,1,27,0.88
30.5,35.5,2009,1,27,0.89
31.5,34.5,2009,1,27,0.78
31.5,35.5,2009,1,27,0.8
32.5,34.5,2009,1,27,0.71
