-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 12/31/2013 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M     MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M
29.5,34.375,2013,1,1,9.68
29.5,35.0,2013,1,1,11.36
29.5,35.625,2013,1,1,8.05
30.0,34.375,2013,1,1,10.14
30.0,35.0,2013,1,1,10.74
30.0,35.625,2013,1,1,7.36
30.5,34.375,2013,1,1,11.16
30.5,35.0,2013,1,1,11.67
30.5,35.625,2013,1,1,8.43
31.0,34.375,2013,1,1,13.23
31.0,35.0,2013,1,1,12.17
31.0,35.625,2013,1,1,11.61
31.5,34.375,2013,1,1,16.85
31.5,35.0,2013,1,1,11.75
31.5,35.625,2013,1,1,13.45
32.0,34.375,2013,1,1,18.52
32.0,35.0,2013,1,1,12.44
32.0,35.625,2013,1,1,12.92
32.5,34.375,2013,1,1,18.25
32.5,35.0,2013,1,1,13.6
32.5,35.625,2013,1,1,12.3
33.0,34.375,2013,1,1,17.76
33.0,35.0,2013,1,1,15.0
33.0,35.625,2013,1,1,11.4
29.5,34.375,2013,1,2,8.98
29.5,35.0,2013,1,2,10.91
29.5,35.625,2013,1,2,8.25
30.0,34.375,2013,1,2,9.91
30.0,35.0,2013,1,2,11.17
30.0,35.625,2013,1,2,7.62
30.5,34.375,2013,1,2,10.91
30.5,35.0,2013,1,2,12.06
30.5,35.625,2013,1,2,8.08
31.0,34.375,2013,1,2,13.07
31.0,35.0,2013,1,2,12.73
31.0,35.625,2013,1,2,11.58
31.5,34.375,2013,1,2,16.69
31.5,35.0,2013,1,2,12.58
31.5,35.625,2013,1,2,13.98
32.0,34.375,2013,1,2,18.08
32.0,35.0,2013,1,2,13.7
32.0,35.625,2013,1,2,13.37
32.5,34.375,2013,1,2,17.94
32.5,35.0,2013,1,2,14.69
32.5,35.625,2013,1,2,12.43
33.0,34.375,2013,1,2,17.58
33.0,35.0,2013,1,2,15.68
33.0,35.625,2013,1,2,10.73
29.5,34.375,2013,1,3,9.64
29.5,35.0,2013,1,3,11.07
29.5,35.625,2013,1,3,6.84
30.0,34.375,2013,1,3,10.46
30.0,35.0,2013,1,3,11.19
30.0,35.625,2013,1,3,6.26
30.5,34.375,2013,1,3,10.86
30.5,35.0,2013,1,3,12.23
30.5,35.625,2013,1,3,7.05
31.0,34.375,2013,1,3,12.1
31.0,35.0,2013,1,3,12.27
31.0,35.625,2013,1,3,11.09
31.5,34.375,2013,1,3,16.66
31.5,35.0,2013,1,3,11.85
31.5,35.625,2013,1,3,14.21
32.0,34.375,2013,1,3,18.57
32.0,35.0,2013,1,3,13.0
32.0,35.625,2013,1,3,13.74
32.5,34.375,2013,1,3,18.65
32.5,35.0,2013,1,3,14.22
32.5,35.625,2013,1,3,12.42
33.0,34.375,2013,1,3,18.54
33.0,35.0,2013,1,3,15.85
33.0,35.625,2013,1,3,10.51
29.5,34.375,2013,1,4,10.13
29.5,35.0,2013,1,4,11.17
29.5,35.625,2013,1,4,6.52
30.0,34.375,2013,1,4,9.98
30.0,35.0,2013,1,4,10.87
30.0,35.625,2013,1,4,5.64
30.5,34.375,2013,1,4,10.28
30.5,35.0,2013,1,4,11.65
30.5,35.625,2013,1,4,6.77
31.0,34.375,2013,1,4,11.36
31.0,35.0,2013,1,4,11.36
31.0,35.625,2013,1,4,10.64
31.5,34.375,2013,1,4,15.12
31.5,35.0,2013,1,4,11.17
31.5,35.625,2013,1,4,12.98
32.0,34.375,2013,1,4,17.89
32.0,35.0,2013,1,4,12.11
32.0,35.625,2013,1,4,12.15
32.5,34.375,2013,1,4,18.18
32.5,35.0,2013,1,4,13.45
32.5,35.625,2013,1,4,11.45
33.0,34.375,2013,1,4,17.91
33.0,35.0,2013,1,4,14.93
33.0,35.625,2013,1,4,10.06
29.5,34.375,2013,1,5,7.72
29.5,35.0,2013,1,5,9.58
29.5,35.625,2013,1,5,6.24
30.0,34.375,2013,1,5,9.2
30.0,35.0,2013,1,5,9.68
30.0,35.625,2013,1,5,5.55
30.5,34.375,2013,1,5,9.97
30.5,35.0,2013,1,5,10.75
30.5,35.625,2013,1,5,5.88
31.0,34.375,2013,1,5,10.74
31.0,35.0,2013,1,5,10.74
31.0,35.625,2013,1,5,8.79
31.5,34.375,2013,1,5,15.13
31.5,35.0,2013,1,5,10.44
31.5,35.625,2013,1,5,11.58
32.0,34.375,2013,1,5,17.33
32.0,35.0,2013,1,5,12.17
32.0,35.625,2013,1,5,11.66
32.5,34.375,2013,1,5,17.39
32.5,35.0,2013,1,5,13.68
32.5,35.625,2013,1,5,11.5
33.0,34.375,2013,1,5,17.34
33.0,35.0,2013,1,5,14.64
33.0,35.625,2013,1,5,9.77
29.5,34.375,2013,1,6,7.61
29.5,35.0,2013,1,6,9.91
29.5,35.625,2013,1,6,5.89
30.0,34.375,2013,1,6,9.25
30.0,35.0,2013,1,6,10.0
30.0,35.625,2013,1,6,4.7
30.5,34.375,2013,1,6,9.82
30.5,35.0,2013,1,6,10.41
30.5,35.625,2013,1,6,5.4
31.0,34.375,2013,1,6,11.22
31.0,35.0,2013,1,6,10.3
31.0,35.625,2013,1,6,8.8
31.5,34.375,2013,1,6,14.95
31.5,35.0,2013,1,6,10.5
31.5,35.625,2013,1,6,11.62
32.0,34.375,2013,1,6,17.03
32.0,35.0,2013,1,6,12.49
32.0,35.625,2013,1,6,11.35
32.5,34.375,2013,1,6,17.16
32.5,35.0,2013,1,6,14.14
32.5,35.625,2013,1,6,11.46
33.0,34.375,2013,1,6,17.0
33.0,35.0,2013,1,6,14.91
33.0,35.625,2013,1,6,10.29
29.5,34.375,2013,1,7,6.52
29.5,35.0,2013,1,7,8.61
29.5,35.625,2013,1,7,4.89
30.0,34.375,2013,1,7,8.48
30.0,35.0,2013,1,7,9.0
30.0,35.625,2013,1,7,3.63
30.5,34.375,2013,1,7,9.38
30.5,35.0,2013,1,7,9.55
30.5,35.625,2013,1,7,3.84
31.0,34.375,2013,1,7,10.75
31.0,35.0,2013,1,7,9.81
31.0,35.625,2013,1,7,7.21
31.5,34.375,2013,1,7,14.1
31.5,35.0,2013,1,7,9.87
31.5,35.625,2013,1,7,10.7
32.0,34.375,2013,1,7,15.79
32.0,35.0,2013,1,7,11.4
32.0,35.625,2013,1,7,10.72
32.5,34.375,2013,1,7,15.85
