-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MAX     MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MAX
29.5,34.375,2015,1,1,8.17
29.5,35.0,2015,1,1,7.71
29.5,35.625,2015,1,1,8.77
30.0,34.375,2015,1,1,7.07
30.0,35.0,2015,1,1,6.28
30.0,35.625,2015,1,1,7.07
30.5,34.375,2015,1,1,6.33
30.5,35.0,2015,1,1,7.33
30.5,35.625,2015,1,1,6.41
31.0,34.375,2015,1,1,7.16
31.0,35.0,2015,1,1,8.0
31.0,35.625,2015,1,1,5.22
31.5,34.375,2015,1,1,8.21
31.5,35.0,2015,1,1,7.75
31.5,35.625,2015,1,1,5.56
32.0,34.375,2015,1,1,9.37
32.0,35.0,2015,1,1,7.48
32.0,35.625,2015,1,1,6.03
32.5,34.375,2015,1,1,10.09
32.5,35.0,2015,1,1,7.29
32.5,35.625,2015,1,1,5.59
33.0,34.375,2015,1,1,10.48
33.0,35.0,2015,1,1,8.5
33.0,35.625,2015,1,1,5.96
29.5,34.375,2015,1,2,7.55
29.5,35.0,2015,1,2,5.86
29.5,35.625,2015,1,2,6.05
30.0,34.375,2015,1,2,4.88
30.0,35.0,2015,1,2,4.35
30.0,35.625,2015,1,2,6.3
30.5,34.375,2015,1,2,3.42
30.5,35.0,2015,1,2,3.1
30.5,35.625,2015,1,2,4.03
31.0,34.375,2015,1,2,5.67
31.0,35.0,2015,1,2,4.21
31.0,35.625,2015,1,2,4.27
31.5,34.375,2015,1,2,7.5
31.5,35.0,2015,1,2,5.57
31.5,35.625,2015,1,2,5.34
32.0,34.375,2015,1,2,8.05
32.0,35.0,2015,1,2,6.22
32.0,35.625,2015,1,2,4.22
32.5,34.375,2015,1,2,8.63
32.5,35.0,2015,1,2,6.27
32.5,35.625,2015,1,2,3.9
33.0,34.375,2015,1,2,9.01
33.0,35.0,2015,1,2,7.23
33.0,35.625,2015,1,2,5.45
29.5,34.375,2015,1,3,9.47
29.5,35.0,2015,1,3,8.09
29.5,35.625,2015,1,3,10.22
30.0,34.375,2015,1,3,8.28
30.0,35.0,2015,1,3,7.38
30.0,35.625,2015,1,3,9.53
30.5,34.375,2015,1,3,8.2
30.5,35.0,2015,1,3,7.74
30.5,35.625,2015,1,3,7.86
31.0,34.375,2015,1,3,8.16
31.0,35.0,2015,1,3,7.98
31.0,35.625,2015,1,3,5.63
31.5,34.375,2015,1,3,8.34
31.5,35.0,2015,1,3,7.75
31.5,35.625,2015,1,3,5.15
32.0,34.375,2015,1,3,8.41
32.0,35.0,2015,1,3,7.35
32.0,35.625,2015,1,3,5.94
32.5,34.375,2015,1,3,8.43
32.5,35.0,2015,1,3,6.41
32.5,35.625,2015,1,3,4.37
33.0,34.375,2015,1,3,8.08
33.0,35.0,2015,1,3,6.62
33.0,35.625,2015,1,3,5.06
29.5,34.375,2015,1,4,8.14
29.5,35.0,2015,1,4,6.04
29.5,35.625,2015,1,4,5.96
30.0,34.375,2015,1,4,7.26
30.0,35.0,2015,1,4,5.46
30.0,35.625,2015,1,4,6.34
30.5,34.375,2015,1,4,6.78
30.5,35.0,2015,1,4,5.89
30.5,35.625,2015,1,4,5.73
31.0,34.375,2015,1,4,7.82
31.0,35.0,2015,1,4,6.39
31.0,35.625,2015,1,4,6.34
31.5,34.375,2015,1,4,7.86
31.5,35.0,2015,1,4,6.96
31.5,35.625,2015,1,4,6.47
32.0,34.375,2015,1,4,9.01
32.0,35.0,2015,1,4,7.05
32.0,35.625,2015,1,4,6.09
32.5,34.375,2015,1,4,9.28
32.5,35.0,2015,1,4,6.85
32.5,35.625,2015,1,4,5.54
33.0,34.375,2015,1,4,9.43
33.0,35.0,2015,1,4,7.73
33.0,35.625,2015,1,4,6.14
29.5,34.375,2015,1,5,8.96
29.5,35.0,2015,1,5,5.76
29.5,35.625,2015,1,5,8.44
30.0,34.375,2015,1,5,8.97
30.0,35.0,2015,1,5,6.4
30.0,35.625,2015,1,5,6.61
30.5,34.375,2015,1,5,9.45
30.5,35.0,2015,1,5,8.0
30.5,35.625,2015,1,5,6.85
31.0,34.375,2015,1,5,10.28
31.0,35.0,2015,1,5,7.4
31.0,35.625,2015,1,5,6.96
31.5,34.375,2015,1,5,9.92
31.5,35.0,2015,1,5,7.87
31.5,35.625,2015,1,5,6.87
32.0,34.375,2015,1,5,13.78
32.0,35.0,2015,1,5,9.14
32.0,35.625,2015,1,5,7.74
32.5,34.375,2015,1,5,16.71
32.5,35.0,2015,1,5,10.05
32.5,35.625,2015,1,5,7.17
33.0,34.375,2015,1,5,17.71
33.0,35.0,2015,1,5,12.15
33.0,35.625,2015,1,5,6.76
29.5,34.375,2015,1,6,12.73
29.5,35.0,2015,1,6,11.22
29.5,35.625,2015,1,6,13.71
30.0,34.375,2015,1,6,13.52
30.0,35.0,2015,1,6,13.07
30.0,35.625,2015,1,6,13.45
30.5,34.375,2015,1,6,14.15
30.5,35.0,2015,1,6,14.26
30.5,35.625,2015,1,6,13.19
31.0,34.375,2015,1,6,15.04
31.0,35.0,2015,1,6,13.84
31.0,35.625,2015,1,6,12.85
31.5,34.375,2015,1,6,15.9
31.5,35.0,2015,1,6,13.7
31.5,35.625,2015,1,6,13.0
32.0,34.375,2015,1,6,19.34
32.0,35.0,2015,1,6,14.65
32.0,35.625,2015,1,6,12.46
32.5,34.375,2015,1,6,21.22
32.5,35.0,2015,1,6,16.45
32.5,35.625,2015,1,6,10.52
33.0,34.375,2015,1,6,21.75
33.0,35.0,2015,1,6,17.6
33.0,35.625,2015,1,6,10.07
29.5,34.375,2015,1,7,18.73
