-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2015 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2015,1,1,2.43
29.5,35.0,2015,1,1,5.32
29.5,35.625,2015,1,1,3.23
30.0,34.375,2015,1,1,3.24
30.0,35.0,2015,1,1,4.9
30.0,35.625,2015,1,1,3.13
30.5,34.375,2015,1,1,4.75
30.5,35.0,2015,1,1,6.17
30.5,35.625,2015,1,1,4.08
31.0,34.375,2015,1,1,7.21
31.0,35.0,2015,1,1,7.86
31.0,35.625,2015,1,1,6.75
31.5,34.375,2015,1,1,12.35
31.5,35.0,2015,1,1,8.69
31.5,35.625,2015,1,1,9.9
32.0,34.375,2015,1,1,14.42
32.0,35.0,2015,1,1,10.02
32.0,35.625,2015,1,1,9.65
32.5,34.375,2015,1,1,14.59
32.5,35.0,2015,1,1,11.56
32.5,35.625,2015,1,1,9.29
33.0,34.375,2015,1,1,14.61
33.0,35.0,2015,1,1,12.49
33.0,35.625,2015,1,1,8.5
29.5,34.375,2015,1,2,0.95
29.5,35.0,2015,1,2,3.01
29.5,35.625,2015,1,2,1.38
30.0,34.375,2015,1,2,2.71
30.0,35.0,2015,1,2,3.13
30.0,35.625,2015,1,2,0.79
30.5,34.375,2015,1,2,4.72
30.5,35.0,2015,1,2,5.18
30.5,35.625,2015,1,2,2.03
31.0,34.375,2015,1,2,7.42
31.0,35.0,2015,1,2,7.4
31.0,35.625,2015,1,2,5.83
31.5,34.375,2015,1,2,12.1
31.5,35.0,2015,1,2,8.73
31.5,35.625,2015,1,2,9.49
32.0,34.375,2015,1,2,14.33
32.0,35.0,2015,1,2,10.23
32.0,35.625,2015,1,2,9.83
32.5,34.375,2015,1,2,14.76
32.5,35.0,2015,1,2,12.21
32.5,35.625,2015,1,2,10.27
33.0,34.375,2015,1,2,14.74
33.0,35.0,2015,1,2,13.07
33.0,35.625,2015,1,2,9.63
29.5,34.375,2015,1,3,4.03
29.5,35.0,2015,1,3,5.79
29.5,35.625,2015,1,3,3.61
30.0,34.375,2015,1,3,5.17
30.0,35.0,2015,1,3,5.82
30.0,35.625,2015,1,3,2.99
30.5,34.375,2015,1,3,6.79
30.5,35.0,2015,1,3,7.27
30.5,35.625,2015,1,3,3.19
31.0,34.375,2015,1,3,9.22
31.0,35.0,2015,1,3,8.65
31.0,35.625,2015,1,3,6.66
31.5,34.375,2015,1,3,12.33
31.5,35.0,2015,1,3,9.03
31.5,35.625,2015,1,3,9.81
32.0,34.375,2015,1,3,14.11
32.0,35.0,2015,1,3,10.31
32.0,35.625,2015,1,3,9.93
32.5,34.375,2015,1,3,14.33
32.5,35.0,2015,1,3,11.82
32.5,35.625,2015,1,3,10.12
33.0,34.375,2015,1,3,14.18
33.0,35.0,2015,1,3,12.52
33.0,35.625,2015,1,3,9.16
29.5,34.375,2015,1,4,2.76
29.5,35.0,2015,1,4,4.88
29.5,35.625,2015,1,4,2.54
30.0,34.375,2015,1,4,3.75
30.0,35.0,2015,1,4,4.76
30.0,35.625,2015,1,4,2.33
30.5,34.375,2015,1,4,5.09
30.5,35.0,2015,1,4,5.87
30.5,35.625,2015,1,4,2.56
31.0,34.375,2015,1,4,7.98
31.0,35.0,2015,1,4,7.25
31.0,35.625,2015,1,4,5.59
31.5,34.375,2015,1,4,12.76
31.5,35.0,2015,1,4,8.89
31.5,35.625,2015,1,4,8.97
32.0,34.375,2015,1,4,14.48
32.0,35.0,2015,1,4,10.65
32.0,35.625,2015,1,4,9.63
32.5,34.375,2015,1,4,14.57
32.5,35.0,2015,1,4,12.0
32.5,35.625,2015,1,4,9.79
33.0,34.375,2015,1,4,14.45
33.0,35.0,2015,1,4,12.61
33.0,35.625,2015,1,4,8.9
29.5,34.375,2015,1,5,2.82
29.5,35.0,2015,1,5,5.3
29.5,35.625,2015,1,5,2.48
30.0,34.375,2015,1,5,4.04
30.0,35.0,2015,1,5,4.6
30.0,35.625,2015,1,5,1.74
30.5,34.375,2015,1,5,5.08
30.5,35.0,2015,1,5,5.69
30.5,35.625,2015,1,5,1.99
31.0,34.375,2015,1,5,6.71
31.0,35.0,2015,1,5,6.04
31.0,35.625,2015,1,5,4.98
31.5,34.375,2015,1,5,11.57
31.5,35.0,2015,1,5,6.59
31.5,35.625,2015,1,5,7.67
32.0,34.375,2015,1,5,14.34
32.0,35.0,2015,1,5,9.33
32.0,35.625,2015,1,5,8.03
32.5,34.375,2015,1,5,14.88
32.5,35.0,2015,1,5,11.86
32.5,35.625,2015,1,5,8.9
33.0,34.375,2015,1,5,15.19
33.0,35.0,2015,1,5,13.14
33.0,35.625,2015,1,5,8.6
29.5,34.375,2015,1,6,3.16
29.5,35.0,2015,1,6,5.1
29.5,35.625,2015,1,6,2.58
30.0,34.375,2015,1,6,4.02
30.0,35.0,2015,1,6,4.48
30.0,35.625,2015,1,6,1.58
30.5,34.375,2015,1,6,4.6
30.5,35.0,2015,1,6,5.04
30.5,35.625,2015,1,6,1.71
31.0,34.375,2015,1,6,5.74
31.0,35.0,2015,1,6,4.97
31.0,35.625,2015,1,6,4.19
31.5,34.375,2015,1,6,10.08
31.5,35.0,2015,1,6,5.35
31.5,35.625,2015,1,6,6.57
32.0,34.375,2015,1,6,12.69
32.0,35.0,2015,1,6,7.51
32.0,35.625,2015,1,6,6.52
32.5,34.375,2015,1,6,13.26
32.5,35.0,2015,1,6,10.01
32.5,35.625,2015,1,6,6.96
33.0,34.375,2015,1,6,13.59
33.0,35.0,2015,1,6,11.58
33.0,35.625,2015,1,6,6.89
29.5,34.375,2015,1,7,1.07
29.5,35.0,2015,1,7,2.51
29.5,35.625,2015,1,7,-0.54
30.0,34.375,2015,1,7,2.27
30.0,35.0,2015,1,7,2.38
30.0,35.625,2015,1,7,-1.05
30.5,34.375,2015,1,7,3.07
30.5,35.0,2015,1,7,3.18
30.5,35.625,2015,1,7,-0.68
31.0,34.375,2015,1,7,4.68
31.0,35.0,2015,1,7,4.02
31.0,35.625,2015,1,7,2.32
31.5,34.375,2015,1,7,8.74
31.5,35.0,2015,1,7,4.6
31.5,35.625,2015,1,7,5.21
32.0,34.375,2015,1,7,11.04
32.0,35.0,2015,1,7,6.44
32.0,35.625,2015,1,7,5.44
32.5,34.375,2015,1,7,11.41
32.5,35.0,2015,1,7,8.49
32.5,35.625,2015,1,7,6.01
33.0,34.375,2015,1,7,11.41
33.0,35.0,2015,1,7,9.57
33.0,35.625,2015,1,7,5.1
29.5,34.375,2015,1,8,1.55
29.5,35.0,2015,1,8,2.67
29.5,35.625,2015,1,8,-0.42
30.0,34.375,2015,1,8,2.44
30.0,35.0,2015,1,8,2.64
30.0,35.625,2015,1,8,-0.63
30.5,34.375,2015,1,8,3.38
30.5,35.0,2015,1,8,3.05
30.5,35.625,2015,1,8,-0.13
31.0,34.375,2015,1,8,6.28
31.0,35.0,2015,1,8,5.71
31.0,35.625,2015,1,8,3.7
31.5,34.375,2015,1,8,10.1
31.5,35.0,2015,1,8,6.67
31.5,35.625,2015,1,8,7.0
