-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DIFF
29.5,34.5,2023,1,1,2.04
29.5,35.5,2023,1,1,1.22
30.5,34.5,2023,1,1,1.91
30.5,35.5,2023,1,1,1.51
31.5,34.5,2023,1,1,1.48
31.5,35.5,2023,1,1,1.58
32.5,34.5,2023,1,1,1.71
32.5,35.5,2023,1,1,1.72
29.5,34.5,2023,1,2,1.33
29.5,35.5,2023,1,2,1.31
30.5,34.5,2023,1,2,1.35
30.5,35.5,2023,1,2,1.0
31.5,34.5,2023,1,2,1.72
31.5,35.5,2023,1,2,1.12
32.5,34.5,2023,1,2,1.8
32.5,35.5,2023,1,2,1.56
29.5,34.5,2023,1,3,1.43
29.5,35.5,2023,1,3,1.31
30.5,34.5,2023,1,3,1.27
30.5,35.5,2023,1,3,0.91
31.5,34.5,2023,1,3,1.34
31.5,35.5,2023,1,3,1.15
32.5,34.5,2023,1,3,1.1
32.5,35.5,2023,1,3,1.2
29.5,34.5,2023,1,4,1.47
29.5,35.5,2023,1,4,1.47
30.5,34.5,2023,1,4,1.33
30.5,35.5,2023,1,4,1.24
31.5,34.5,2023,1,4,1.53
31.5,35.5,2023,1,4,1.41
32.5,34.5,2023,1,4,1.27
32.5,35.5,2023,1,4,1.58
29.5,34.5,2023,1,5,1.06
29.5,35.5,2023,1,5,0.9
30.5,34.5,2023,1,5,1.12
30.5,35.5,2023,1,5,1.19
31.5,34.5,2023,1,5,1.4
31.5,35.5,2023,1,5,1.5
32.5,34.5,2023,1,5,1.06
32.5,35.5,2023,1,5,1.36
29.5,34.5,2023,1,6,0.77
29.5,35.5,2023,1,6,0.79
30.5,34.5,2023,1,6,1.17
30.5,35.5,2023,1,6,1.25
31.5,34.5,2023,1,6,1.27
31.5,35.5,2023,1,6,1.17
32.5,34.5,2023,1,6,1.3
32.5,35.5,2023,1,6,1.21
29.5,34.5,2023,1,7,1.58
29.5,35.5,2023,1,7,1.24
30.5,34.5,2023,1,7,1.18
30.5,35.5,2023,1,7,1.17
31.5,34.5,2023,1,7,1.36
31.5,35.5,2023,1,7,1.43
32.5,34.5,2023,1,7,1.12
32.5,35.5,2023,1,7,1.16
29.5,34.5,2023,1,8,1.08
29.5,35.5,2023,1,8,1.0
30.5,34.5,2023,1,8,1.12
30.5,35.5,2023,1,8,1.04
31.5,34.5,2023,1,8,1.42
31.5,35.5,2023,1,8,1.15
32.5,34.5,2023,1,8,1.11
32.5,35.5,2023,1,8,0.99
29.5,34.5,2023,1,9,1.56
29.5,35.5,2023,1,9,1.54
30.5,34.5,2023,1,9,1.5
30.5,35.5,2023,1,9,1.22
31.5,34.5,2023,1,9,1.51
31.5,35.5,2023,1,9,1.26
32.5,34.5,2023,1,9,1.16
32.5,35.5,2023,1,9,1.39
29.5,34.5,2023,1,10,0.95
29.5,35.5,2023,1,10,1.43
30.5,34.5,2023,1,10,1.13
30.5,35.5,2023,1,10,1.15
31.5,34.5,2023,1,10,1.55
31.5,35.5,2023,1,10,1.26
32.5,34.5,2023,1,10,1.25
32.5,35.5,2023,1,10,1.14
29.5,34.5,2023,1,11,0.8
29.5,35.5,2023,1,11,0.89
30.5,34.5,2023,1,11,0.98
30.5,35.5,2023,1,11,0.93
31.5,34.5,2023,1,11,1.48
31.5,35.5,2023,1,11,1.31
32.5,34.5,2023,1,11,1.91
32.5,35.5,2023,1,11,1.77
29.5,34.5,2023,1,12,1.07
29.5,35.5,2023,1,12,0.81
30.5,34.5,2023,1,12,1.54
30.5,35.5,2023,1,12,1.13
31.5,34.5,2023,1,12,1.67
31.5,35.5,2023,1,12,1.75
32.5,34.5,2023,1,12,1.3
32.5,35.5,2023,1,12,1.68
29.5,34.5,2023,1,13,1.85
29.5,35.5,2023,1,13,1.48
30.5,34.5,2023,1,13,2.0
30.5,35.5,2023,1,13,1.89
31.5,34.5,2023,1,13,2.02
31.5,35.5,2023,1,13,1.97
32.5,34.5,2023,1,13,1.41
32.5,35.5,2023,1,13,1.72
29.5,34.5,2023,1,14,1.63
29.5,35.5,2023,1,14,1.29
30.5,34.5,2023,1,14,1.55
30.5,35.5,2023,1,14,1.48
31.5,34.5,2023,1,14,1.45
31.5,35.5,2023,1,14,1.36
32.5,34.5,2023,1,14,1.08
32.5,35.5,2023,1,14,0.87
29.5,34.5,2023,1,15,0.96
29.5,35.5,2023,1,15,0.93
30.5,34.5,2023,1,15,1.24
30.5,35.5,2023,1,15,1.21
31.5,34.5,2023,1,15,1.5
31.5,35.5,2023,1,15,1.44
32.5,34.5,2023,1,15,1.4
32.5,35.5,2023,1,15,1.58
29.5,34.5,2023,1,16,1.36
29.5,35.5,2023,1,16,1.24
30.5,34.5,2023,1,16,1.89
30.5,35.5,2023,1,16,1.45
31.5,34.5,2023,1,16,1.73
31.5,35.5,2023,1,16,1.78
32.5,34.5,2023,1,16,1.63
32.5,35.5,2023,1,16,1.76
29.5,34.5,2023,1,17,0.89
29.5,35.5,2023,1,17,0.88
30.5,34.5,2023,1,17,1.19
30.5,35.5,2023,1,17,0.99
31.5,34.5,2023,1,17,1.39
31.5,35.5,2023,1,17,1.05
32.5,34.5,2023,1,17,1.36
32.5,35.5,2023,1,17,1.33
29.5,34.5,2023,1,18,0.83
29.5,35.5,2023,1,18,0.91
30.5,34.5,2023,1,18,0.93
30.5,35.5,2023,1,18,0.91
31.5,34.5,2023,1,18,1.13
31.5,35.5,2023,1,18,0.89
32.5,34.5,2023,1,18,0.73
32.5,35.5,2023,1,18,0.82
29.5,34.5,2023,1,19,1.02
29.5,35.5,2023,1,19,1.1
30.5,34.5,2023,1,19,0.99
30.5,35.5,2023,1,19,1.07
31.5,34.5,2023,1,19,1.34
31.5,35.5,2023,1,19,1.13
32.5,34.5,2023,1,19,0.8
32.5,35.5,2023,1,19,0.76
29.5,34.5,2023,1,20,0.92
29.5,35.5,2023,1,20,0.89
30.5,34.5,2023,1,20,0.97
30.5,35.5,2023,1,20,0.91
31.5,34.5,2023,1,20,1.13
31.5,35.5,2023,1,20,1.0
32.5,34.5,2023,1,20,0.69
32.5,35.5,2023,1,20,0.78
29.5,34.5,2023,1,21,0.97
29.5,35.5,2023,1,21,1.0
