-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_UV_INDEX
29.5,34.5,2023,1,1,0.51
29.5,35.5,2023,1,1,0.32
30.5,34.5,2023,1,1,0.4
30.5,35.5,2023,1,1,0.34
31.5,34.5,2023,1,1,0.3
31.5,35.5,2023,1,1,0.32
32.5,34.5,2023,1,1,0.33
32.5,35.5,2023,1,1,0.31
29.5,34.5,2023,1,2,0.61
29.5,35.5,2023,1,2,0.44
30.5,34.5,2023,1,2,0.54
30.5,35.5,2023,1,2,0.42
31.5,34.5,2023,1,2,0.39
31.5,35.5,2023,1,2,0.29
32.5,34.5,2023,1,2,0.38
32.5,35.5,2023,1,2,0.34
29.5,34.5,2023,1,3,0.58
29.5,35.5,2023,1,3,0.47
30.5,34.5,2023,1,3,0.55
30.5,35.5,2023,1,3,0.41
31.5,34.5,2023,1,3,0.46
31.5,35.5,2023,1,3,0.39
32.5,34.5,2023,1,3,0.44
32.5,35.5,2023,1,3,0.41
29.5,34.5,2023,1,4,0.48
29.5,35.5,2023,1,4,0.46
30.5,34.5,2023,1,4,0.51
30.5,35.5,2023,1,4,0.38
31.5,34.5,2023,1,4,0.48
31.5,35.5,2023,1,4,0.37
32.5,34.5,2023,1,4,0.46
32.5,35.5,2023,1,4,0.43
29.5,34.5,2023,1,5,0.74
29.5,35.5,2023,1,5,0.78
30.5,34.5,2023,1,5,0.63
30.5,35.5,2023,1,5,0.64
31.5,34.5,2023,1,5,0.52
31.5,35.5,2023,1,5,0.55
32.5,34.5,2023,1,5,0.54
32.5,35.5,2023,1,5,0.49
29.5,34.5,2023,1,6,0.8
29.5,35.5,2023,1,6,0.82
30.5,34.5,2023,1,6,0.64
30.5,35.5,2023,1,6,0.65
31.5,34.5,2023,1,6,0.42
