-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,CLRSKY_SFC_PAR_TOT
29.5,34.5,2023,1,1,1.51
29.5,35.5,2023,1,1,1.5
30.5,34.5,2023,1,1,1.46
30.5,35.5,2023,1,1,1.5
31.5,34.5,2023,1,1,1.36
31.5,35.5,2023,1,1,1.43
32.5,34.5,2023,1,1,1.32
32.5,35.5,2023,1,1,1.31
29.5,34.5,2023,1,2,1.63
29.5,35.5,2023,1,2,1.54
30.5,34.5,2023,1,2,1.57
30.5,35.5,2023,1,2,1.58
31.5,34.5,2023,1,2,1.47
31.5,35.5,2023,1,2,1.51
32.5,34.5,2023,1,2,1.47
32.5,35.5,2023,1,2,1.5
29.5,34.5,2023,1,3,1.59
29.5,35.5,2023,1,3,1.62
30.5,34.5,2023,1,3,1.57
30.5,35.5,2023,1,3,1.64
31.5,34.5,2023,1,3,1.47
31.5,35.5,2023,1,3,1.57
32.5,34.5,2023,1,3,1.46
32.5,35.5,2023,1,3,1.49
29.5,34.5,2023,1,4,1.67
29.5,35.5,2023,1,4,1.7
30.5,34.5,2023,1,4,1.61
30.5,35.5,2023,1,4,1.68
31.5,34.5,2023,1,4,1.51
31.5,35.5,2023,1,4,1.6
32.5,34.5,2023,1,4,1.46
32.5,35.5,2023,1,4,1.5
29.5,34.5,2023,1,5,1.77
29.5,35.5,2023,1,5,1.79
30.5,34.5,2023,1,5,1.7
30.5,35.5,2023,1,5,1.64
31.5,34.5,2023,1,5,1.6
31.5,35.5,2023,1,5,1.57
32.5,34.5,2023,1,5,1.57
32.5,35.5,2023,1,5,1.53
29.5,34.5,2023,1,6,1.81
29.5,35.5,2023,1,6,1.83
30.5,34.5,2023,1,6,1.7
30.5,35.5,2023,1,6,1.72
31.5,34.5,2023,1,6,1.6
31.5,35.5,2023,1,6,1.65
32.5,34.5,2023,1,6,1.55
32.5,35.5,2023,1,6,1.49
29.5,34.5,2023,1,7,1.73
29.5,35.5,2023,1,7,1.81
30.5,34.5,2023,1,7,1.7
30.5,35.5,2023,1,7,1.67
31.5,34.5,2023,1,7,1.6
31.5,35.5,2023,1,7,1.6
32.5,34.5,2023,1,7,1.56
32.5,35.5,2023,1,7,1.48
29.5,34.5,2023,1,8,1.71
29.5,35.5,2023,1,8,1.79
30.5,34.5,2023,1,8,1.63
30.5,35.5,2023,1,8,1.66
31.5,34.5,2023,1,8,1.54
31.5,35.5,2023,1,8,1.59
32.5,34.5,2023,1,8,1.52
32.5,35.5,2023,1,8,1.55
29.5,34.5,2023,1,9,1.7
29.5,35.5,2023,1,9,1.66
30.5,34.5,2023,1,9,1.59
30.5,35.5,2023,1,9,1.58
31.5,34.5,2023,1,9,1.49
31.5,35.5,2023,1,9,1.5
32.5,34.5,2023,1,9,1.51
32.5,35.5,2023,1,9,1.53
29.5,34.5,2023,1,10,1.79
29.5,35.5,2023,1,10,1.74
30.5,34.5,2023,1,10,1.66
30.5,35.5,2023,1,10,1.66
31.5,34.5,2023,1,10,1.57
31.5,35.5,2023,1,10,1.59
32.5,34.5,2023,1,10,1.5
