-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2019,1,1,5.1
29.5,35.0,2019,1,1,7.02
29.5,35.625,2019,1,1,3.84
30.0,34.375,2019,1,1,5.5
30.0,35.0,2019,1,1,6.11
30.0,35.625,2019,1,1,3.01
30.5,34.375,2019,1,1,6.04
30.5,35.0,2019,1,1,6.45
30.5,35.625,2019,1,1,3.41
31.0,34.375,2019,1,1,7.14
31.0,35.0,2019,1,1,6.76
31.0,35.625,2019,1,1,5.87
31.5,34.375,2019,1,1,11.24
31.5,35.0,2019,1,1,7.09
31.5,35.625,2019,1,1,8.38
32.0,34.375,2019,1,1,13.73
32.0,35.0,2019,1,1,8.69
32.0,35.625,2019,1,1,8.23
32.5,34.375,2019,1,1,14.22
32.5,35.0,2019,1,1,10.39
32.5,35.625,2019,1,1,8.45
33.0,34.375,2019,1,1,14.21
33.0,35.0,2019,1,1,11.65
33.0,35.625,2019,1,1,7.32
29.5,34.375,2019,1,2,3.99
29.5,35.0,2019,1,2,5.6
29.5,35.625,2019,1,2,3.4
30.0,34.375,2019,1,2,4.93
30.0,35.0,2019,1,2,5.4
30.0,35.625,2019,1,2,2.91
30.5,34.375,2019,1,2,5.56
30.5,35.0,2019,1,2,6.27
30.5,35.625,2019,1,2,3.28
31.0,34.375,2019,1,2,6.81
31.0,35.0,2019,1,2,7.13
31.0,35.625,2019,1,2,6.1
31.5,34.375,2019,1,2,11.52
31.5,35.0,2019,1,2,7.73
31.5,35.625,2019,1,2,9.15
32.0,34.375,2019,1,2,14.09
32.0,35.0,2019,1,2,9.64
32.0,35.625,2019,1,2,9.35
32.5,34.375,2019,1,2,14.36
32.5,35.0,2019,1,2,11.27
32.5,35.625,2019,1,2,8.98
33.0,34.375,2019,1,2,14.28
33.0,35.0,2019,1,2,12.3
33.0,35.625,2019,1,2,6.97
29.5,34.375,2019,1,3,4.55
29.5,35.0,2019,1,3,5.86
29.5,35.625,2019,1,3,3.02
