-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M     MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M
29.5,34.375,2019,1,1,9.3
29.5,35.0,2019,1,1,11.55
29.5,35.625,2019,1,1,7.06
30.0,34.375,2019,1,1,9.87
30.0,35.0,2019,1,1,10.95
30.0,35.625,2019,1,1,5.99
30.5,34.375,2019,1,1,10.21
30.5,35.0,2019,1,1,10.98
30.5,35.625,2019,1,1,6.96
31.0,34.375,2019,1,1,11.07
31.0,35.0,2019,1,1,10.55
31.0,35.625,2019,1,1,10.5
31.5,34.375,2019,1,1,14.38
31.5,35.0,2019,1,1,9.91
31.5,35.625,2019,1,1,12.75
32.0,34.375,2019,1,1,17.36
32.0,35.0,2019,1,1,10.82
32.0,35.625,2019,1,1,11.82
32.5,34.375,2019,1,1,17.71
32.5,35.0,2019,1,1,12.98
32.5,35.625,2019,1,1,11.4
33.0,34.375,2019,1,1,17.56
33.0,35.0,2019,1,1,14.47
33.0,35.625,2019,1,1,10.55
29.5,34.375,2019,1,2,8.59
29.5,35.0,2019,1,2,10.76
29.5,35.625,2019,1,2,7.67
30.0,34.375,2019,1,2,9.41
30.0,35.0,2019,1,2,9.86
30.0,35.625,2019,1,2,6.45
30.5,34.375,2019,1,2,9.6
30.5,35.0,2019,1,2,10.33
30.5,35.625,2019,1,2,6.46
31.0,34.375,2019,1,2,10.82
31.0,35.0,2019,1,2,10.7
31.0,35.625,2019,1,2,9.69
31.5,34.375,2019,1,2,15.09
31.5,35.0,2019,1,2,10.06
31.5,35.625,2019,1,2,12.41
32.0,34.375,2019,1,2,17.86
32.0,35.0,2019,1,2,11.62
32.0,35.625,2019,1,2,11.87
32.5,34.375,2019,1,2,17.95
32.5,35.0,2019,1,2,13.93
32.5,35.625,2019,1,2,10.76
33.0,34.375,2019,1,2,17.59
33.0,35.0,2019,1,2,14.98
33.0,35.625,2019,1,2,9.01
29.5,34.375,2019,1,3,7.69
29.5,35.0,2019,1,3,9.69
29.5,35.625,2019,1,3,6.54
30.0,34.375,2019,1,3,8.43
30.0,35.0,2019,1,3,9.02
30.0,35.625,2019,1,3,4.76
30.5,34.375,2019,1,3,8.9
30.5,35.0,2019,1,3,9.64
30.5,35.625,2019,1,3,4.9
31.0,34.375,2019,1,3,10.09
31.0,35.0,2019,1,3,9.75
31.0,35.625,2019,1,3,8.55
31.5,34.375,2019,1,3,13.92
31.5,35.0,2019,1,3,9.0
31.5,35.625,2019,1,3,11.14
32.0,34.375,2019,1,3,16.91
32.0,35.0,2019,1,3,10.67
32.0,35.625,2019,1,3,10.67
32.5,34.375,2019,1,3,17.43
32.5,35.0,2019,1,3,13.53
32.5,35.625,2019,1,3,10.16
33.0,34.375,2019,1,3,17.53
33.0,35.0,2019,1,3,15.09
33.0,35.625,2019,1,3,9.69
29.5,34.375,2019,1,4,9.62
29.5,35.0,2019,1,4,11.6
29.5,35.625,2019,1,4,8.36
30.0,34.375,2019,1,4,9.47
30.0,35.0,2019,1,4,10.54
30.0,35.625,2019,1,4,6.11
30.5,34.375,2019,1,4,9.18
30.5,35.0,2019,1,4,10.93
30.5,35.625,2019,1,4,6.72
31.0,34.375,2019,1,4,10.46
31.0,35.0,2019,1,4,10.8
31.0,35.625,2019,1,4,10.38
31.5,34.375,2019,1,4,14.15
31.5,35.0,2019,1,4,9.8
31.5,35.625,2019,1,4,12.56
32.0,34.375,2019,1,4,17.09
32.0,35.0,2019,1,4,11.16
32.0,35.625,2019,1,4,11.33
32.5,34.375,2019,1,4,17.56
32.5,35.0,2019,1,4,13.37
32.5,35.625,2019,1,4,10.35
33.0,34.375,2019,1,4,17.61
33.0,35.0,2019,1,4,15.12
33.0,35.625,2019,1,4,9.04
29.5,34.375,2019,1,5,8.62
29.5,35.0,2019,1,5,11.0
29.5,35.625,2019,1,5,7.98
30.0,34.375,2019,1,5,9.09
30.0,35.0,2019,1,5,10.13
30.0,35.625,2019,1,5,6.4
30.5,34.375,2019,1,5,9.3
30.5,35.0,2019,1,5,10.22
30.5,35.625,2019,1,5,6.48
31.0,34.375,2019,1,5,10.56
31.0,35.0,2019,1,5,10.13
31.0,35.625,2019,1,5,9.17
31.5,34.375,2019,1,5,14.97
31.5,35.0,2019,1,5,9.97
31.5,35.625,2019,1,5,12.3
32.0,34.375,2019,1,5,17.32
32.0,35.0,2019,1,5,11.34
32.0,35.625,2019,1,5,10.88
32.5,34.375,2019,1,5,17.28
32.5,35.0,2019,1,5,12.75
32.5,35.625,2019,1,5,10.05
33.0,34.375,2019,1,5,17.14
33.0,35.0,2019,1,5,14.04
33.0,35.625,2019,1,5,9.53
29.5,34.375,2019,1,6,5.58
29.5,35.0,2019,1,6,7.64
29.5,35.625,2019,1,6,4.36
30.0,34.375,2019,1,6,6.55
30.0,35.0,2019,1,6,7.09
30.0,35.625,2019,1,6,2.71
30.5,34.375,2019,1,6,6.87
30.5,35.0,2019,1,6,7.84
30.5,35.625,2019,1,6,2.7
31.0,34.375,2019,1,6,8.75
31.0,35.0,2019,1,6,7.9
31.0,35.625,2019,1,6,6.68
31.5,34.375,2019,1,6,13.2
31.5,35.0,2019,1,6,7.76
31.5,35.625,2019,1,6,9.84
32.0,34.375,2019,1,6,15.82
32.0,35.0,2019,1,6,9.95
32.0,35.625,2019,1,6,9.38
32.5,34.375,2019,1,6,16.13
32.5,35.0,2019,1,6,13.03
32.5,35.625,2019,1,6,9.88
