-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,CLRSKY_SFC_PAR_TOT
29.5,34.5,2024,1,1,1.75
29.5,35.5,2024,1,1,1.76
30.5,34.5,2024,1,1,1.6
30.5,35.5,2024,1,1,1.64
31.5,34.5,2024,1,1,1.51
31.5,35.5,2024,1,1,1.58
32.5,34.5,2024,1,1,1.48
32.5,35.5,2024,1,1,1.48
29.5,34.5,2024,1,2,1.7
29.5,35.5,2024,1,2,1.73
30.5,34.5,2024,1,2,1.62
30.5,35.5,2024,1,2,1.6
31.5,34.5,2024,1,2,1.53
31.5,35.5,2024,1,2,1.53
32.5,34.5,2024,1,2,1.5
32.5,35.5,2024,1,2,1.43
29.5,34.5,2024,1,3,1.79
29.5,35.5,2024,1,3,1.77
30.5,34.5,2024,1,3,1.71
30.5,35.5,2024,1,3,1.69
31.5,34.5,2024,1,3,1.61
31.5,35.5,2024,1,3,1.62
32.5,34.5,2024,1,3,1.58
32.5,35.5,2024,1,3,1.54
29.5,34.5,2024,1,4,1.77
29.5,35.5,2024,1,4,1.76
30.5,34.5,2024,1,4,1.7
30.5,35.5,2024,1,4,1.72
31.5,34.5,2024,1,4,1.61
31.5,35.5,2024,1,4,1.65
32.5,34.5,2024,1,4,1.56
32.5,35.5,2024,1,4,1.58
29.5,34.5,2024,1,5,1.81
29.5,35.5,2024,1,5,1.82
30.5,34.5,2024,1,5,1.69
30.5,35.5,2024,1,5,1.73
31.5,34.5,2024,1,5,1.61
31.5,35.5,2024,1,5,1.67
32.5,34.5,2024,1,5,1.58
32.5,35.5,2024,1,5,1.54
29.5,34.5,2024,1,6,1.83
29.5,35.5,2024,1,6,1.83
30.5,34.5,2024,1,6,1.78
30.5,35.5,2024,1,6,1.76
31.5,34.5,2024,1,6,1.69
31.5,35.5,2024,1,6,1.7
32.5,34.5,2024,1,6,1.61
32.5,35.5,2024,1,6,1.62
29.5,34.5,2024,1,7,1.82
29.5,35.5,2024,1,7,1.79
30.5,34.5,2024,1,7,1.75
30.5,35.5,2024,1,7,1.71
31.5,34.5,2024,1,7,1.63
31.5,35.5,2024,1,7,1.64
32.5,34.5,2024,1,7,1.62
32.5,35.5,2024,1,7,1.58
29.5,34.5,2024,1,8,1.8
29.5,35.5,2024,1,8,1.81
30.5,34.5,2024,1,8,1.71
30.5,35.5,2024,1,8,1.7
31.5,34.5,2024,1,8,1.61
31.5,35.5,2024,1,8,1.63
32.5,34.5,2024,1,8,1.48
32.5,35.5,2024,1,8,1.44
29.5,34.5,2024,1,9,1.78
29.5,35.5,2024,1,9,1.73
30.5,34.5,2024,1,9,1.68
30.5,35.5,2024,1,9,1.69
31.5,34.5,2024,1,9,1.58
31.5,35.5,2024,1,9,1.62
32.5,34.5,2024,1,9,1.48
32.5,35.5,2024,1,9,1.55
29.5,34.5,2024,1,10,1.78
29.5,35.5,2024,1,10,1.82
30.5,34.5,2024,1,10,1.6
30.5,35.5,2024,1,10,1.7
31.5,34.5,2024,1,10,1.52
31.5,35.5,2024,1,10,1.63
32.5,34.5,2024,1,10,1.5
32.5,35.5,2024,1,10,1.5
