-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
CLRSKY_SFC_SW_DWN     CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,CLRSKY_SFC_SW_DWN
29.5,34.0,2024,1,1,-999.0
29.5,34.5,2024,1,1,4.01
29.5,35.0,2024,1,1,-999.0
29.5,35.5,2024,1,1,4.09
29.5,36.0,2024,1,1,-999.0
30.0,34.0,2024,1,1,-999.0
30.0,34.5,2024,1,1,-999.0
30.0,35.0,2024,1,1,-999.0
30.0,35.5,2024,1,1,-999.0
30.0,36.0,2024,1,1,-999.0
30.5,34.0,2024,1,1,-999.0
30.5,34.5,2024,1,1,3.65
30.5,35.0,2024,1,1,-999.0
30.5,35.5,2024,1,1,3.79
30.5,36.0,2024,1,1,-999.0
31.0,34.0,2024,1,1,-999.0
31.0,34.5,2024,1,1,-999.0
31.0,35.0,2024,1,1,-999.0
31.0,35.5,2024,1,1,-999.0
31.0,36.0,2024,1,1,-999.0
31.5,34.0,2024,1,1,-999.0
31.5,34.5,2024,1,1,3.43
31.5,35.0,2024,1,1,-999.0
31.5,35.5,2024,1,1,3.59
31.5,36.0,2024,1,1,-999.0
32.0,34.0,2024,1,1,-999.0
32.0,34.5,2024,1,1,-999.0
32.0,35.0,2024,1,1,-999.0
32.0,35.5,2024,1,1,-999.0
32.0,36.0,2024,1,1,-999.0
32.5,34.0,2024,1,1,-999.0
32.5,34.5,2024,1,1,3.32
32.5,35.0,2024,1,1,-999.0
32.5,35.5,2024,1,1,3.38
32.5,36.0,2024,1,1,-999.0
33.0,34.0,2024,1,1,-999.0
33.0,34.5,2024,1,1,-999.0
33.0,35.0,2024,1,1,-999.0
33.0,35.5,2024,1,1,-999.0
33.0,36.0,2024,1,1,-999.0
29.5,34.0,2024,1,2,-999.0
29.5,34.5,2024,1,2,3.89
29.5,35.0,2024,1,2,-999.0
29.5,35.5,2024,1,2,3.99
29.5,36.0,2024,1,2,-999.0
30.0,34.0,2024,1,2,-999.0
30.0,34.5,2024,1,2,-999.0
30.0,35.0,2024,1,2,-999.0
30.0,35.5,2024,1,2,-999.0
30.0,36.0,2024,1,2,-999.0
30.5,34.0,2024,1,2,-999.0
30.5,34.5,2024,1,2,3.65
30.5,35.0,2024,1,2,-999.0
30.5,35.5,2024,1,2,3.64
30.5,36.0,2024,1,2,-999.0
31.0,34.0,2024,1,2,-999.0
31.0,34.5,2024,1,2,-999.0
31.0,35.0,2024,1,2,-999.0
31.0,35.5,2024,1,2,-999.0
31.0,36.0,2024,1,2,-999.0
31.5,34.0,2024,1,2,-999.0
