-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2024,1,1,8.03
29.5,35.0,2024,1,1,8.41
29.5,35.625,2024,1,1,5.18
30.0,34.375,2024,1,1,9.18
30.0,35.0,2024,1,1,8.76
30.0,35.625,2024,1,1,4.87
30.5,34.375,2024,1,1,10.29
30.5,35.0,2024,1,1,10.15
30.5,35.625,2024,1,1,5.6
31.0,34.375,2024,1,1,11.76
31.0,35.0,2024,1,1,10.84
31.0,35.625,2024,1,1,8.67
31.5,34.375,2024,1,1,14.72
31.5,35.0,2024,1,1,10.3
31.5,35.625,2024,1,1,11.09
32.0,34.375,2024,1,1,15.98
32.0,35.0,2024,1,1,11.12
32.0,35.625,2024,1,1,10.55
32.5,34.375,2024,1,1,16.04
32.5,35.0,2024,1,1,12.25
32.5,35.625,2024,1,1,10.41
33.0,34.375,2024,1,1,15.89
33.0,35.0,2024,1,1,13.23
33.0,35.625,2024,1,1,9.07
29.5,34.375,2024,1,2,9.05
29.5,35.0,2024,1,2,9.49
29.5,35.625,2024,1,2,6.13
30.0,34.375,2024,1,2,10.34
30.0,35.0,2024,1,2,9.82
30.0,35.625,2024,1,2,5.91
30.5,34.375,2024,1,2,11.28
30.5,35.0,2024,1,2,11.18
30.5,35.625,2024,1,2,6.55
31.0,34.375,2024,1,2,12.69
31.0,35.0,2024,1,2,11.77
31.0,35.625,2024,1,2,9.53
31.5,34.375,2024,1,2,15.29
31.5,35.0,2024,1,2,11.3
31.5,35.625,2024,1,2,11.81
32.0,34.375,2024,1,2,16.68
32.0,35.0,2024,1,2,12.01
32.0,35.625,2024,1,2,11.28
32.5,34.375,2024,1,2,16.74
32.5,35.0,2024,1,2,13.0
32.5,35.625,2024,1,2,11.05
33.0,34.375,2024,1,2,16.4
33.0,35.0,2024,1,2,13.71
33.0,35.625,2024,1,2,9.61
29.5,34.375,2024,1,3,8.61
29.5,35.0,2024,1,3,9.34
29.5,35.625,2024,1,3,6.57
30.0,34.375,2024,1,3,10.03
30.0,35.0,2024,1,3,9.9
30.0,35.625,2024,1,3,6.61
30.5,34.375,2024,1,3,11.46
30.5,35.0,2024,1,3,11.24
30.5,35.625,2024,1,3,7.52
31.0,34.375,2024,1,3,13.15
31.0,35.0,2024,1,3,12.45
31.0,35.625,2024,1,3,10.75
31.5,34.375,2024,1,3,15.27
31.5,35.0,2024,1,3,12.56
31.5,35.625,2024,1,3,13.14
32.0,34.375,2024,1,3,16.59
32.0,35.0,2024,1,3,13.39
32.0,35.625,2024,1,3,13.13
32.5,34.375,2024,1,3,16.76
32.5,35.0,2024,1,3,14.44
32.5,35.625,2024,1,3,12.42
