-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M     MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M
29.5,34.375,2024,1,1,11.21
29.5,35.0,2024,1,1,12.5
29.5,35.625,2024,1,1,8.62
30.0,34.375,2024,1,1,12.14
30.0,35.0,2024,1,1,12.37
30.0,35.625,2024,1,1,7.7
30.5,34.375,2024,1,1,12.6
30.5,35.0,2024,1,1,13.32
30.5,35.625,2024,1,1,8.36
31.0,34.375,2024,1,1,13.78
31.0,35.0,2024,1,1,13.55
31.0,35.625,2024,1,1,12.65
31.5,34.375,2024,1,1,18.0
31.5,35.0,2024,1,1,13.1
31.5,35.625,2024,1,1,15.26
32.0,34.375,2024,1,1,19.61
32.0,35.0,2024,1,1,13.94
32.0,35.625,2024,1,1,13.77
32.5,34.375,2024,1,1,19.59
32.5,35.0,2024,1,1,15.26
32.5,35.625,2024,1,1,13.31
33.0,34.375,2024,1,1,19.16
33.0,35.0,2024,1,1,16.47
33.0,35.625,2024,1,1,12.03
29.5,34.375,2024,1,2,10.89
29.5,35.0,2024,1,2,12.1
29.5,35.625,2024,1,2,9.0
30.0,34.375,2024,1,2,12.01
30.0,35.0,2024,1,2,12.14
30.0,35.625,2024,1,2,7.76
30.5,34.375,2024,1,2,12.51
30.5,35.0,2024,1,2,13.39
30.5,35.625,2024,1,2,8.06
31.0,34.375,2024,1,2,14.13
31.0,35.0,2024,1,2,13.66
31.0,35.625,2024,1,2,12.03
31.5,34.375,2024,1,2,17.65
31.5,35.0,2024,1,2,13.08
31.5,35.625,2024,1,2,14.95
32.0,34.375,2024,1,2,19.51
32.0,35.0,2024,1,2,14.06
32.0,35.625,2024,1,2,14.34
32.5,34.375,2024,1,2,19.56
32.5,35.0,2024,1,2,15.51
32.5,35.625,2024,1,2,13.7
33.0,34.375,2024,1,2,19.26
33.0,35.0,2024,1,2,16.57
33.0,35.625,2024,1,2,12.63
29.5,34.375,2024,1,3,10.62
29.5,35.0,2024,1,3,12.06
29.5,35.625,2024,1,3,9.29
30.0,34.375,2024,1,3,11.87
30.0,35.0,2024,1,3,12.03
30.0,35.625,2024,1,3,9.01
30.5,34.375,2024,1,3,13.07
30.5,35.0,2024,1,3,13.1
30.5,35.625,2024,1,3,9.14
31.0,34.375,2024,1,3,14.38
31.0,35.0,2024,1,3,13.9
31.0,35.625,2024,1,3,12.38
31.5,34.375,2024,1,3,17.33
31.5,35.0,2024,1,3,13.69
31.5,35.625,2024,1,3,14.94
32.0,34.375,2024,1,3,18.74
32.0,35.0,2024,1,3,14.78
32.0,35.625,2024,1,3,14.71
32.5,34.375,2024,1,3,19.02
32.5,35.0,2024,1,3,16.16
32.5,35.625,2024,1,3,13.62
33.0,34.375,2024,1,3,19.11
33.0,35.0,2024,1,3,16.89
33.0,35.625,2024,1,3,12.52
29.5,34.375,2024,1,4,11.4
29.5,35.0,2024,1,4,12.64
29.5,35.625,2024,1,4,9.03
30.0,34.375,2024,1,4,11.92
30.0,35.0,2024,1,4,12.09
30.0,35.625,2024,1,4,7.8
