-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_KT     CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_KT
29.5,34.5,2024,1,1,0.7
29.5,35.5,2024,1,1,0.73
30.5,34.5,2024,1,1,0.65
30.5,35.5,2024,1,1,0.69
31.5,34.5,2024,1,1,0.62
31.5,35.5,2024,1,1,0.67
32.5,34.5,2024,1,1,0.6
32.5,35.5,2024,1,1,0.65
29.5,34.5,2024,1,2,0.62
29.5,35.5,2024,1,2,0.7
30.5,34.5,2024,1,2,0.53
30.5,35.5,2024,1,2,0.58
31.5,34.5,2024,1,2,0.46
31.5,35.5,2024,1,2,0.52
32.5,34.5,2024,1,2,0.57
32.5,35.5,2024,1,2,0.55
29.5,34.5,2024,1,3,0.71
29.5,35.5,2024,1,3,0.72
30.5,34.5,2024,1,3,0.69
30.5,35.5,2024,1,3,0.66
31.5,34.5,2024,1,3,0.45
31.5,35.5,2024,1,3,0.56
32.5,34.5,2024,1,3,0.61
32.5,35.5,2024,1,3,0.4
29.5,34.5,2024,1,4,0.71
29.5,35.5,2024,1,4,0.72
30.5,34.5,2024,1,4,0.68
30.5,35.5,2024,1,4,0.71
31.5,34.5,2024,1,4,0.64
31.5,35.5,2024,1,4,0.66
32.5,34.5,2024,1,4,0.6
32.5,35.5,2024,1,4,0.6
29.5,34.5,2024,1,5,0.72
29.5,35.5,2024,1,5,0.74
30.5,34.5,2024,1,5,0.68
30.5,35.5,2024,1,5,0.71
31.5,34.5,2024,1,5,0.57
31.5,35.5,2024,1,5,0.61
32.5,34.5,2024,1,5,0.55
32.5,35.5,2024,1,5,0.36
29.5,34.5,2024,1,6,0.72
29.5,35.5,2024,1,6,0.73
30.5,34.5,2024,1,6,0.72
30.5,35.5,2024,1,6,0.72
31.5,34.5,2024,1,6,0.66
31.5,35.5,2024,1,6,0.69
32.5,34.5,2024,1,6,0.65
32.5,35.5,2024,1,6,0.68
29.5,34.5,2024,1,7,0.72
29.5,35.5,2024,1,7,0.72
30.5,34.5,2024,1,7,0.71
30.5,35.5,2024,1,7,0.7
31.5,34.5,2024,1,7,0.68
31.5,35.5,2024,1,7,0.69
32.5,34.5,2024,1,7,0.69
32.5,35.5,2024,1,7,0.68
29.5,34.5,2024,1,8,0.69
29.5,35.5,2024,1,8,0.72
30.5,34.5,2024,1,8,0.68
30.5,35.5,2024,1,8,0.65
31.5,34.5,2024,1,8,0.6
31.5,35.5,2024,1,8,0.61
32.5,34.5,2024,1,8,0.57
32.5,35.5,2024,1,8,0.57
29.5,34.5,2024,1,9,0.64
29.5,35.5,2024,1,9,0.61
30.5,34.5,2024,1,9,0.69
30.5,35.5,2024,1,9,0.67
31.5,34.5,2024,1,9,0.62
31.5,35.5,2024,1,9,0.68
32.5,34.5,2024,1,9,0.59
32.5,35.5,2024,1,9,0.66
29.5,34.5,2024,1,10,0.71
29.5,35.5,2024,1,10,0.73
30.5,34.5,2024,1,10,0.66
