-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_UVB     CERES SYN1deg All Sky Surface UVB Irradiance (kW-hr/m^2/day) 
-END HEADER-
LAT,LON,YEAR,MO,DY,ALLSKY_SFC_UVB
31.5,35.5,2024,11,18,-999.0
32.5,34.5,2024,11,18,-999.0
32.5,35.5,2024,11,18,-999.0
29.5,34.5,2024,11,19,-999.0
29.5,35.5,2024,11,19,-999.0
30.5,34.5,2024,11,19,-999.0
30.5,35.5,2024,11,19,-999.0
31.5,34.5,2024,11,19,-999.0
31.5,35.5,2024,11,19,-999.0
32.5,34.5,2024,11,19,-999.0
32.5,35.5,2024,11,19,-999.0
29.5,34.5,2024,11,20,-999.0
29.5,35.5,2024,11,20,-999.0
30.5,34.5,2024,11,20,-999.0
30.5,35.5,2024,11,20,-999.0
31.5,34.5,2024,11,20,-999.0
31.5,35.5,2024,11,20,-999.0
32.5,34.5,2024,11,20,-999.0
32.5,35.5,2024,11,20,-999.0
29.5,34.5,2024,11,21,-999.0
29.5,35.5,2024,11,21,-999.0
30.5,34.5,2024,11,21,-999.0
30.5,35.5,2024,11,21,-999.0
31.5,34.5,2024,11,21,-999.0
31.5,35.5,2024,11,21,-999.0
32.5,34.5,2024,11,21,-999.0
32.5,35.5,2024,11,21,-999.0
29.5,34.5,2024,11,22,-999.0
29.5,35.5,2024,11,22,-999.0
30.5,34.5,2024,11,22,-999.0
30.5,35.5,2024,11,22,-999.0
31.5,34.5,2024,11,22,-999.0
31.5,35.5,2024,11,22,-999.0
32.5,34.5,2024,11,22,-999.0
32.5,35.5,2024,11,22,-999.0
29.5,34.5,2024,11,23,-999.0
29.5,35.5,2024,11,23,-999.0
30.5,34.5,2024,11,23,-999.0
30.5,35.5,2024,11,23,-999.0
31.5,34.5,2024,11,23,-999.0
31.5,35.5,2024,11,23,-999.0
32.5,34.5,2024,11,23,-999.0
32.5,35.5,2024,11,23,-999.0
29.5,34.5,2024,11,24,-999.0
29.5,35.5,2024,11,24,-999.0
30.5,34.5,2024,11,24,-999.0
30.5,35.5,2024,11,24,-999.0
31.5,34.5,2024,11,24,-999.0
31.5,35.5,2024,11,24,-999.0
32.5,34.5,2024,11,24,-999.0
32.5,35.5,2024,11,24,-999.0
29.5,34.5,2024,11,25,-999.0
29.5,35.5,2024,11,25,-999.0
30.5,34.5,2024,11,25,-999.0
30.5,35.5,2024,11,25,-999.0
31.5,34.5,2024,11,25,-999.0
31.5,35.5,2024,11,25,-999.0
32.5,34.5,2024,11,25,-999.0
32.5,35.5,2024,11,25,-999.0
29.5,34.5,2024,11,26,-999.0
29.5,35.5,2024,11,26,-999.0
30.5,34.5,2024,11,26,-999.0
30.5,35.5,2024,11,26,-999.0
31.5,34.5,2024,11,26,-999.0
31.5,35.5,2024,11,26,-999.0
32.5,34.5,2024,11,26,-999.0
32.5,35.5,2024,11,26,-999.0
29.5,34.5,2024,11,27,-999.0
29.5,35.5,2024,11,27,-999.0
30.5,34.5,2024,11,27,-999.0
30.5,35.5,2024,11,27,-999.0
31.5,34.5,2024,11,27,-999.0
31.5,35.5,2024,11,27,-999.0
32.5,34.5,2024,11,27,-999.0
32.5,35.5,2024,11,27,-999.0
29.5,34.5,2024,11,28,-999.0
29.5,35.5,2024,11,28,-999.0
30.5,34.5,2024,11,28,-999.0
30.5,35.5,2024,11,28,-999.0
31.5,34.5,2024,11,28,-999.0
31.5,35.5,2024,11,28,-999.0
32.5,34.5,2024,11,28,-999.0
32.5,35.5,2024,11,28,-999.0
29.5,34.5,2024,11,29,-999.0
29.5,35.5,2024,11,29,-999.0
30.5,34.5,2024,11,29,-999.0
30.5,35.5,2024,11,29,-999.0
31.5,34.5,2024,11,29,-999.0
31.5,35.5,2024,11,29,-999.0
32.5,34.5,2024,11,29,-999.0
32.5,35.5,2024,11,29,-999.0
29.5,34.5,2024,11,30,-999.0
29.5,35.5,2024,11,30,-999.0
30.5,34.5,2024,11,30,-999.0
30.5,35.5,2024,11,30,-999.0
31.5,34.5,2024,11,30,-999.0
31.5,35.5,2024,11,30,-999.0
32.5,34.5,2024,11,30,-999.0
32.5,35.5,2024,11,30,-999.0
29.5,34.5,2024,12,1,-999.0
29.5,35.5,2024,12,1,-999.0
30.5,34.5,2024,12,1,-999.0
30.5,35.5,2024,12,1,-999.0
31.5,34.5,2024,12,1,-999.0
31.5,35.5,2024,12,1,-999.0
32.5,34.5,2024,12,1,-999.0
32.5,35.5,2024,12,1,-999.0
29.5,34.5,2024,12,2,-999.0
29.5,35.5,2024,12,2,-999.0
30.5,34.5,2024,12,2,-999.0
30.5,35.5,2024,12,2,-999.0
31.5,34.5,2024,12,2,-999.0
31.5,35.5,2024,12,2,-999.0
32.5,34.5,2024,12,2,-999.0
32.5,35.5,2024,12,2,-999.0
29.5,34.5,2024,12,3,-999.0
29.5,35.5,2024,12,3,-999.0
30.5,34.5,2024,12,3,-999.0
30.5,35.5,2024,12,3,-999.0
31.5,34.5,2024,12,3,-999.0
31.5,35.5,2024,12,3,-999.0
32.5,34.5,2024,12,3,-999.0
32.5,35.5,2024,12,3,-999.0
29.5,34.5,2024,12,4,-999.0
29.5,35.5,2024,12,4,-999.0
30.5,34.5,2024,12,4,-999.0
30.5,35.5,2024,12,4,-999.0
31.5,34.5,2024,12,4,-999.0
31.5,35.5,2024,12,4,-999.0
32.5,34.5,2024,12,4,-999.0
32.5,35.5,2024,12,4,-999.0
29.5,34.5,2024,12,5,-999.0
29.5,35.5,2024,12,5,-999.0
30.5,34.5,2024,12,5,-999.0
30.5,35.5,2024,12,5,-999.0
31.5,34.5,2024,12,5,-999.0
31.5,35.5,2024,12,5,-999.0
32.5,34.5,2024,12,5,-999.0
32.5,35.5,2024,12,5,-999.0
29.5,34.5,2024,12,6,-999.0
29.5,35.5,2024,12,6,-999.0
30.5,34.5,2024,12,6,-999.0
30.5,35.5,2024,12,6,-999.0
31.5,34.5,2024,12,6,-999.0
31.5,35.5,2024,12,6,-999.0
32.5,34.5,2024,12,6,-999.0
32.5,35.5,2024,12,6,-999.0
29.5,34.5,2024,12,7,-999.0
29.5,35.5,2024,12,7,-999.0
30.5,34.5,2024,12,7,-999.0
30.5,35.5,2024,12,7,-999.0
31.5,34.5,2024,12,7,-999.0
31.5,35.5,2024,12,7,-999.0
32.5,34.5,2024,12,7,-999.0
32.5,35.5,2024,12,7,-999.0
29.5,34.5,2024,12,8,-999.0
29.5,35.5,2024,12,8,-999.0
30.5,34.5,2024,12,8,-999.0
30.5,35.5,2024,12,8,-999.0
31.5,34.5,2024,12,8,-999.0
31.5,35.5,2024,12,8,-999.0
32.5,34.5,2024,12,8,-999.0
32.5,35.5,2024,12,8,-999.0
29.5,34.5,2024,12,9,-999.0
29.5,35.5,2024,12,9,-999.0
30.5,34.5,2024,12,9,-999.0
30.5,35.5,2024,12,9,-999.0
31.5,34.5,2024,12,9,-999.0
31.5,35.5,2024,12,9,-999.0
32.5,34.5,2024,12,9,-999.0
32.5,35.5,2024,12,9,-999.0
29.5,34.5,2024,12,10,-999.0
29.5,35.5,2024,12,10,-999.0
30.5,34.5,2024,12,10,-999.0
30.5,35.5,2024,12,10,-999.0
31.5,34.5,2024,12,10,-999.0
31.5,35.5,2024,12,10,-999.0
32.5,34.5,2024,12,10,-999.0
32.5,35.5,2024,12,10,-999.0
29.5,34.5,2024,12,11,-999.0
29.5,35.5,2024,12,11,-999.0
30.5,34.5,2024,12,11,-999.0
30.5,35.5,2024,12,11,-999.0
31.5,34.5,2024,12,11,-999.0
31.5,35.5,2024,12,11,-999.0
32.5,34.5,2024,12,11,-999.0
32.5,35.5,2024,12,11,-999.0
29.5,34.5,2024,12,12,-999.0
29.5,35.5,2024,12,12,-999.0
30.5,34.5,2024,12,12,-999.0
30.5,35.5,2024,12,12,-999.0
31.5,34.5,2024,12,12,-999.0
31.5,35.5,2024,12,12,-999.0
32.5,34.5,2024,12,12,-999.0
32.5,35.5,2024,12,12,-999.0
29.5,34.5,2024,12,13,-999.0
29.5,35.5,2024,12,13,-999.0
30.5,34.5,2024,12,13,-999.0
30.5,35.5,2024,12,13,-999.0
31.5,34.5,2024,12,13,-999.0
31.5,35.5,2024,12,13,-999.0
32.5,34.5,2024,12,13,-999.0
32.5,35.5,2024,12,13,-999.0
29.5,34.5,2024,12,14,-999.0
29.5,35.5,2024,12,14,-999.0
30.5,34.5,2024,12,14,-999.0
30.5,35.5,2024,12,14,-999.0
31.5,34.5,2024,12,14,-999.0
31.5,35.5,2024,12,14,-999.0
32.5,34.5,2024,12,14,-999.0
32.5,35.5,2024,12,14,-999.0
29.5,34.5,2024,12,15,-999.0
29.5,35.5,2024,12,15,-999.0
30.5,34.5,2024,12,15,-999.0
30.5,35.5,2024,12,15,-999.0
31.5,34.5,2024,12,15,-999.0
31.5,35.5,2024,12,15,-999.0
32.5,34.5,2024,12,15,-999.0
32.5,35.5,2024,12,15,-999.0
29.5,34.5,2024,12,16,-999.0
29.5,35.5,2024,12,16,-999.0
30.5,34.5,2024,12,16,-999.0
30.5,35.5,2024,12,16,-999.0
31.5,34.5,2024,12,16,-999.0
31.5,35.5,2024,12,16,-999.0
32.5,34.5,2024,12,16,-999.0
32.5,35.5,2024,12,16,-999.0
29.5,34.5,2024,12,17,-999.0
29.5,35.5,2024,12,17,-999.0
30.5,34.5,2024,12,17,-999.0
30.5,35.5,2024,12,17,-999.0
31.5,34.5,2024,12,17,-999.0
31.5,35.5,2024,12,17,-999.0
32.5,34.5,2024,12,17,-999.0
32.5,35.5,2024,12,17,-999.0
29.5,34.5,2024,12,18,-999.0
29.5,35.5,2024,12,18,-999.0
30.5,34.5,2024,12,18,-999.0
30.5,35.5,2024,12,18,-999.0
31.5,34.5,2024,12,18,-999.0
31.5,35.5,2024,12,18,-999.0
32.5,34.5,2024,12,18,-999.0
32.5,35.5,2024,12,18,-999.0
29.5,34.5,2024,12,19,-999.0
29.5,35.5,2024,12,19,-999.0
30.5,34.5,2024,12,19,-999.0
30.5,35.5,2024,12,19,-999.0
31.5,34.5,2024,12,19,-999.0
31.5,35.5,2024,12,19,-999.0
32.5,34.5,2024,12,19,-999.0
32.5,35.5,2024,12,19,-999.0
29.5,34.5,2024,12,20,-999.0
29.5,35.5,2024,12,20,-999.0
30.5,34.5,2024,12,20,-999.0
30.5,35.5,2024,12,20,-999.0
31.5,34.5,2024,12,20,-999.0
31.5,35.5,2024,12,20,-999.0
32.5,34.5,2024,12,20,-999.0
32.5,35.5,2024,12,20,-999.0
29.5,34.5,2024,12,21,-999.0
29.5,35.5,2024,12,21,-999.0
30.5,34.5,2024,12,21,-999.0
30.5,35.5,2024,12,21,-999.0
31.5,34.5,2024,12,21,-999.0
31.5,35.5,2024,12,21,-999.0
32.5,34.5,2024,12,21,-999.0
32.5,35.5,2024,12,21,-999.0
29.5,34.5,2024,12,22,-999.0
29.5,35.5,2024,12,22,-999.0
30.5,34.5,2024,12,22,-999.0
30.5,35.5,2024,12,22,-999.0
31.5,34.5,2024,12,22,-999.0
31.5,35.5,2024,12,22,-999.0
32.5,34.5,2024,12,22,-999.0
32.5,35.5,2024,12,22,-999.0
29.5,34.5,2024,12,23,-999.0
29.5,35.5,2024,12,23,-999.0
30.5,34.5,2024,12,23,-999.0
30.5,35.5,2024,12,23,-999.0
31.5,34.5,2024,12,23,-999.0
31.5,35.5,2024,12,23,-999.0
32.5,34.5,2024,12,23,-999.0
32.5,35.5,2024,12,23,-999.0
29.5,34.5,2024,12,24,-999.0
29.5,35.5,2024,12,24,-999.0
30.5,34.5,2024,12,24,-999.0
30.5,35.5,2024,12,24,-999.0
31.5,34.5,2024,12,24,-999.0
31.5,35.5,2024,12,24,-999.0
32.5,34.5,2024,12,24,-999.0
32.5,35.5,2024,12,24,-999.0
29.5,34.5,2024,12,25,-999.0
29.5,35.5,2024,12,25,-999.0
30.5,34.5,2024,12,25,-999.0
30.5,35.5,2024,12,25,-999.0
31.5,34.5,2024,12,25,-999.0
31.5,35.5,2024,12,25,-999.0
32.5,34.5,2024,12,25,-999.0
32.5,35.5,2024,12,25,-999.0
29.5,34.5,2024,12,26,-999.0
29.5,35.5,2024,12,26,-999.0
30.5,34.5,2024,12,26,-999.0
30.5,35.5,2024,12,26,-999.0
31.5,34.5,2024,12,26,-999.0
31.5,35.5,2024,12,26,-999.0
32.5,34.5,2024,12,26,-999.0
32.5,35.5,2024,12,26,-999.0
29.5,34.5,2024,12,27,-999.0
29.5,35.5,2024,12,27,-999.0
30.5,34.5,2024,12,27,-999.0
30.5,35.5,2024,12,27,-999.0
31.5,34.5,2024,12,27,-999.0
31.5,35.5,2024,12,27,-999.0
32.5,34.5,2024,12,27,-999.0
32.5,35.5,2024,12,27,-999.0
29.5,34.5,2024,12,28,-999.0
29.5,35.5,2024,12,28,-999.0
30.5,34.5,2024,12,28,-999.0
30.5,35.5,2024,12,28,-999.0
31.5,34.5,2024,12,28,-999.0
31.5,35.5,2024,12,28,-999.0
32.5,34.5,2024,12,28,-999.0
32.5,35.5,2024,12,28,-999.0
29.5,34.5,2024,12,29,-999.0
29.5,35.5,2024,12,29,-999.0
30.5,34.5,2024,12,29,-999.0
30.5,35.5,2024,12,29,-999.0
31.5,34.5,2024,12,29,-999.0
31.5,35.5,2024,12,29,-999.0
32.5,34.5,2024,12,29,-999.0
32.5,35.5,2024,12,29,-999.0
29.5,34.5,2024,12,30,-999.0
29.5,35.5,2024,12,30,-999.0
30.5,34.5,2024,12,30,-999.0
30.5,35.5,2024,12,30,-999.0
31.5,34.5,2024,12,30,-999.0
31.5,35.5,2024,12,30,-999.0
32.5,34.5,2024,12,30,-999.0
32.5,35.5,2024,12,30,-999.0
29.5,34.5,2024,12,31,-999.0
29.5,35.5,2024,12,31,-999.0
30.5,34.5,2024,12,31,-999.0
30.5,35.5,2024,12,31,-999.0
31.5,34.5,2024,12,31,-999.0
31.5,35.5,2024,12,31,-999.0
32.5,34.5,2024,12,31,-999.0
32.5,35.5,2024,12,31,-999.0
