-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2MWET     MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2MWET
29.5,34.375,2014,1,1,5.74
29.5,35.0,2014,1,1,6.13
29.5,35.625,2014,1,1,3.44
30.0,34.375,2014,1,1,6.74
30.0,35.0,2014,1,1,6.36
30.0,35.625,2014,1,1,3.2
30.5,34.375,2014,1,1,7.41
30.5,35.0,2014,1,1,7.43
30.5,35.625,2014,1,1,3.98
31.0,34.375,2014,1,1,8.34
31.0,35.0,2014,1,1,7.96
31.0,35.625,2014,1,1,6.28
31.5,34.375,2014,1,1,11.22
31.5,35.0,2014,1,1,8.04
31.5,35.625,2014,1,1,8.97
32.0,34.375,2014,1,1,13.24
32.0,35.0,2014,1,1,9.19
32.0,35.625,2014,1,1,8.98
32.5,34.375,2014,1,1,13.45
32.5,35.0,2014,1,1,10.33
32.5,35.625,2014,1,1,8.63
33.0,34.375,2014,1,1,13.35
33.0,35.0,2014,1,1,11.38
33.0,35.625,2014,1,1,6.86
29.5,34.375,2014,1,2,5.02
29.5,35.0,2014,1,2,5.81
29.5,35.625,2014,1,2,2.58
30.0,34.375,2014,1,2,6.01
30.0,35.0,2014,1,2,5.82
30.0,35.625,2014,1,2,2.22
30.5,34.375,2014,1,2,7.06
30.5,35.0,2014,1,2,6.96
30.5,35.625,2014,1,2,3.04
31.0,34.375,2014,1,2,8.55
31.0,35.0,2014,1,2,7.68
31.0,35.625,2014,1,2,5.81
31.5,34.375,2014,1,2,11.99
31.5,35.0,2014,1,2,7.47
31.5,35.625,2014,1,2,8.14
32.0,34.375,2014,1,2,13.75
32.0,35.0,2014,1,2,8.45
32.0,35.625,2014,1,2,7.88
32.5,34.375,2014,1,2,13.85
32.5,35.0,2014,1,2,9.86
32.5,35.625,2014,1,2,7.82
33.0,34.375,2014,1,2,13.65
33.0,35.0,2014,1,2,10.86
33.0,35.625,2014,1,2,6.65
29.5,34.375,2014,1,3,5.67
29.5,35.0,2014,1,3,6.35
29.5,35.625,2014,1,3,3.0
30.0,34.375,2014,1,3,6.84
30.0,35.0,2014,1,3,6.42
30.0,35.625,2014,1,3,2.76
30.5,34.375,2014,1,3,8.18
30.5,35.0,2014,1,3,7.41
30.5,35.625,2014,1,3,3.72
31.0,34.375,2014,1,3,9.56
31.0,35.0,2014,1,3,7.76
31.0,35.625,2014,1,3,6.38
31.5,34.375,2014,1,3,12.15
31.5,35.0,2014,1,3,7.43
31.5,35.625,2014,1,3,8.36
32.0,34.375,2014,1,3,13.44
32.0,35.0,2014,1,3,8.42
32.0,35.625,2014,1,3,7.86
32.5,34.375,2014,1,3,13.56
32.5,35.0,2014,1,3,9.8
32.5,35.625,2014,1,3,7.74
33.0,34.375,2014,1,3,13.82
33.0,35.0,2014,1,3,11.12
33.0,35.625,2014,1,3,7.32
29.5,34.375,2014,1,4,7.75
29.5,35.0,2014,1,4,7.2
29.5,35.625,2014,1,4,3.47
30.0,34.375,2014,1,4,8.76
30.0,35.0,2014,1,4,7.43
30.0,35.625,2014,1,4,3.8
30.5,34.375,2014,1,4,9.41
30.5,35.0,2014,1,4,8.48
30.5,35.625,2014,1,4,4.68
31.0,34.375,2014,1,4,10.81
31.0,35.0,2014,1,4,8.76
31.0,35.625,2014,1,4,7.14
31.5,34.375,2014,1,4,12.92
31.5,35.0,2014,1,4,7.95
31.5,35.625,2014,1,4,8.86
32.0,34.375,2014,1,4,13.71
32.0,35.0,2014,1,4,8.7
32.0,35.625,2014,1,4,8.37
32.5,34.375,2014,1,4,13.99
32.5,35.0,2014,1,4,10.24
32.5,35.625,2014,1,4,8.47
33.0,34.375,2014,1,4,14.18
33.0,35.0,2014,1,4,11.44
33.0,35.625,2014,1,4,7.46
29.5,34.375,2014,1,5,6.76
29.5,35.0,2014,1,5,7.19
29.5,35.625,2014,1,5,4.13
30.0,34.375,2014,1,5,7.51
30.0,35.0,2014,1,5,7.07
30.0,35.625,2014,1,5,3.76
30.5,34.375,2014,1,5,7.77
30.5,35.0,2014,1,5,7.64
30.5,35.625,2014,1,5,3.99
31.0,34.375,2014,1,5,8.19
31.0,35.0,2014,1,5,7.59
31.0,35.625,2014,1,5,6.09
31.5,34.375,2014,1,5,11.56
31.5,35.0,2014,1,5,7.04
31.5,35.625,2014,1,5,7.88
32.0,34.375,2014,1,5,13.33
32.0,35.0,2014,1,5,8.21
32.0,35.625,2014,1,5,7.52
32.5,34.375,2014,1,5,13.48
32.5,35.0,2014,1,5,9.77
32.5,35.625,2014,1,5,7.55
33.0,34.375,2014,1,5,13.45
33.0,35.0,2014,1,5,10.88
33.0,35.625,2014,1,5,6.64
29.5,34.375,2014,1,6,3.76
29.5,35.0,2014,1,6,4.71
29.5,35.625,2014,1,6,1.82
30.0,34.375,2014,1,6,4.88
30.0,35.0,2014,1,6,4.69
30.0,35.625,2014,1,6,1.68
30.5,34.375,2014,1,6,6.03
30.5,35.0,2014,1,6,5.69
30.5,35.625,2014,1,6,2.08
31.0,34.375,2014,1,6,7.54
31.0,35.0,2014,1,6,6.66
31.0,35.625,2014,1,6,4.81
31.5,34.375,2014,1,6,11.24
31.5,35.0,2014,1,6,6.88
31.5,35.625,2014,1,6,7.57
32.0,34.375,2014,1,6,13.41
32.0,35.0,2014,1,6,8.51
32.0,35.625,2014,1,6,7.37
32.5,34.375,2014,1,6,13.53
32.5,35.0,2014,1,6,9.71
32.5,35.625,2014,1,6,7.07
33.0,34.375,2014,1,6,13.48
33.0,35.0,2014,1,6,10.93
33.0,35.625,2014,1,6,6.12
29.5,34.375,2014,1,7,2.33
29.5,35.0,2014,1,7,2.86
29.5,35.625,2014,1,7,-0.44
30.0,34.375,2014,1,7,2.78
30.0,35.0,2014,1,7,2.57
30.0,35.625,2014,1,7,-0.51
30.5,34.375,2014,1,7,4.16
30.5,35.0,2014,1,7,4.15
30.5,35.625,2014,1,7,0.28
31.0,34.375,2014,1,7,5.79
31.0,35.0,2014,1,7,4.9
31.0,35.625,2014,1,7,2.93
31.5,34.375,2014,1,7,9.73
31.5,35.0,2014,1,7,4.68
31.5,35.625,2014,1,7,5.38
32.0,34.375,2014,1,7,12.09
32.0,35.0,2014,1,7,6.12
32.0,35.625,2014,1,7,4.63
32.5,34.375,2014,1,7,12.68
32.5,35.0,2014,1,7,7.57
32.5,35.625,2014,1,7,4.08
33.0,34.375,2014,1,7,12.64
33.0,35.0,2014,1,7,8.88
33.0,35.625,2014,1,7,2.87
